Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
452,16194,Jadeveon Clowney,CLE,DE,17,0,0,0,0,0,0,0,0,3.8,0.6,0.9,0.5,5.1,86.61
453,19849,Terrell Edmunds,PIT,S,17,0,0,0,0,0,0,0,0,0.5,1.2,1.1,0.5,5.1,86.5
454,19988,Tyler Conklin,NYJ,TE,17,0,0,0,0,0,36,362.3,2.4,0,0,0,0,5.1,86.43
455,23481,Velus Jones Jr.,CHI,WR,17,0,0,0,9.1,0.1,32.8,410.9,1.9,0,0,0,0,5.1,86.4
456,16821,Randy Gregory,DEN,OLB,17,0,0,0,0,0,0,0,0,5.1,1.1,0.6,0.3,5.1,86.32
457,22084,Kristian Fulton,TEN,CB,17,0,0,0,0,0,0,0,0,0.6,2.4,1.1,0.6,5.1,86.12
458,17187,Anthony Harris,PHI,S,17,0,0,0,0,0,0,0,0,0,0.5,1.2,0.6,5.1,86.1
459,19026,Rayshawn Jenkins,JAX,S,17,0,0,0,0,0,0,0,0,0.5,1,1,0.5,5,85.75
460,19841,Daron Payne,WAS,DT,17,0,0,0,0,0,0,0,0,2,0.6,0.9,0.5,5,85.35
461,21054,Devin Bush,PIT,LB,17,0,0,0,0,0,0,0,0,1.1,0.3,0.8,0.4,5,85.17
462,21984,Willie Gay,KC,LB,17,0,0,0,0,0,0,0,0,1,1.3,0.7,0.3,5,85.15
463,2,Atlanta Falcons,ATL,DST,17,0,0,0,0,0,0,0,0,30.1,12.7,14,10.1,5,85
463,21889,Josh Uche,NE,LB,17,0,0,0,0,0,0,0,0,4,0.7,0.7,0.3,5,85
465,13036,Justin Houston,BAL,OLB,17,0,0,0,0,0,0,0,0,4.6,0.5,0.9,0.4,5,84.92
466,16811,Ronald Darby,DEN,CB,17,0,0,0,0,0,0,0,0,0,0.3,1.1,0.6,5,84.7
467,19985,Sebastian Joseph-Day,LAC,DL,17,0,0,0,0,0,0,0,0,2.1,0.3,0.9,0.4,5,84.52
468,18979,John Johnson III,CLE,S,17,0,0,0,0,0,0,0,0,0.2,2,1.2,0.6,5,84.44
469,19930,Bilal Nichols,LV,DT,17,0,0,0,0,0,0,0,0,3,0.7,0.8,0.4,5,84.35
470,19960,DeShon Elliott,DET,S,17,0,0,0,0,0,0,0,0,1.2,0.8,0.9,0.5,5,84.34
471,23256,Isaiah Likely,BAL,TE,17,0,0,0,0,0,31.8,357,2.9,0,0,0,0,5,84.3
472,23198,Isaiah Spiller,LAC,RB,17,0,0,0,400.3,2.4,16.1,119.2,0.6,0,0,0,0,5,84.25
473,16510,Jerick McKinnon,KC,RB,17,0,0,0,230.4,1.7,25.2,209.9,1,0,0,0,0,5,84.23
474,18042,David Onyemata,NO,DT,17,0,0,0,0,0,0,0,0,3.4,0.6,0.7,0.4,4.9,83.83
475,21723,James Proche II,BAL,WR,17,0,0,0,0.2,0,32.2,373.6,2.4,0,0,0,0,4.9,83.78
476,23416,Jaquan Brisker,CHI,DB,17,0,0,0,0,0,0,0,0,0,1,1,0.5,4.9,83.65
477,21192,Nik Needham,MIA,CB,17,0,0,0,0,0,0,0,0,0.6,1.9,0.9,0.5,4.9,83.62
477,22685,Terrace Marshall Jr.,CAR,WR,17,0,0,0,0.1,0,31.8,394.1,2.1,0,0,0,0,4.9,83.62
479,22841,Jevon Holland,MIA,S,17,0,0,0,0,0,0,0,0,1.1,1.2,1,0.5,4.9,83.57
480,20204,Charvarius Ward,SF,CB,17,0,0,0,0,0,0,0,0,0.3,1.5,0.9,0.5,4.9,83.51
481,19832,Bradley Chubb,DEN,OLB,17,0,0,0,0,0,0,0,0,3,0.7,0.7,0.3,4.9,83.5
482,21717,Jauan Jennings,SF,WR,17,0,0,0,0,0,29,335.8,3.5,0,0,0,0,4.9,83.38
483,20039,Boston Scott,PHI,RB,17,0,0,0,353.4,3.5,15.8,108.3,0.2,0,0,0,0,4.9,83.37
484,21107,Darnell Savage,GB,S,17,0,0,0,0,0,0,0,0,0.3,2.7,1,0.5,4.9,83.31
485,16319,Shelby Harris,SEA,DE,17,0,0,0,0,0,0,0,0,3,0.4,0.7,0.4,4.9,83.15
486,20764,Greg Gaines,LAR,DT,17,0,0,0,0,0,0,0,0,2.8,0.3,0.9,0.4,4.9,82.91
487,16883,Za'Darius Smith,MIN,OLB,17,0,0,0,0,0,0,0,0,4.2,0.5,0.6,0.3,4.9,82.89
488,16815,Ameer Abdullah,LV,RB,17,0,0,0,168.9,0.8,31.8,245,1,0,0,0,0,4.9,82.79
489,22865,Ernest Jones,LAR,LB,17,0,0,0,0,0,0,0,0,0.6,1.2,0.6,0.3,4.9,82.77
490,18975,Jourdan Lewis,DAL,CB,17,0,0,0,0,0,0,0,0,1,1.1,1,0.5,4.9,82.65
491,13894,Tashaun Gipson Sr.,SF,FS,17,0,0,0,0,0,0,0,0,0.3,2.2,1,0.5,4.9,82.51
492,10978,Devin McCourty,NE,DB,17,0,0,0,0,0,0,0,0,0,2,1.1,0.5,4.8,82.25
493,18953,Chidobe Awuzie,CIN,CB,17,0,0,0,0,0,0,0,0,0,1.8,1.1,0.6,4.8,81.9
494,22047,Myles Bryant,NE,DB,17,0,0,0,0,0,0,0,0,0.7,1.8,0.8,0.4,4.8,81.69
495,22697,Zaven Collins,ARI,ILB,17,0,0,0,0,0,0,0,0,0.2,0.4,0.8,0.4,4.8,81.64
496,22759,Jamin Davis,WAS,LB,17,0,0,0,0,0,0,0,0,0.7,0.3,0.8,0.4,4.8,80.89
497,20738,Zach Allen,ARI,DE,17,0,0,0,0,0,0,0,0,2.2,0.9,0.9,0.4,4.7,80.64
498,22475,Paul Quessenberry,HOU,FB,17,0,0,0,0,0,37,334,2,0,0,0,0,4.7,80.4
499,22156,Tae Crowder,NYG,ILB,17,0,0,0,0,0,0,0,0,0.4,0.8,0.7,0.3,4.7,80.18
500,18481,Michael Pierce,BAL,DT,17,0,0,0,0,0,0,0,0,3.3,0.5,0.8,0.4,4.7,80.16
501,16778,Arik Armstead,SF,DL,17,0,0,0,0,0,0,0,0,2.1,0.5,0.8,0.4,4.7,79.87
502,19273,Eric Wilson,NO,LB,17,0,0,0,0,0,0,0,0,0.7,1.1,0.6,0.3,4.7,79.84
503,22698,Greg Rousseau,BUF,DE,17,0,0,0,0,0,0,0,0,2.6,0.8,0.6,0.3,4.7,79.72
504,20778,Dre Greenlaw,SF,LB,17,0,0,0,0,0,0,0,0,0.6,0.8,0.7,0.3,4.7,79.52
505,15200,William Gholston,TB,DL,17,0,0,0,0,0,0,0,0,3,0.2,0.8,0.4,4.7,79.3
506,23485,Daniel Bellinger,NYG,TE,17,0,0,0,0.1,0,33.9,321.7,2.3,0,0,0,0,4.7,79.28
507,18920,Malik Hooker,DAL,S,17,0,0,0,0,0,0,0,0,0.1,0.9,0.9,0.5,4.6,78.57
508,19885,BJ Hill,CIN,DT,17,0,0,0,0,0,0,0,0,2.9,0.3,0.7,0.3,4.6,78.53
509,13022,Von Miller,BUF,LB,17,0,0,0,0,0,0,0,0,3.5,0.3,0.7,0.3,4.6,78.5
510,16790,Phillip Dorsett,HOU,WR,17,0,0,0,1.6,0,30.3,369.7,1.9,0,0,0,0,4.6,78.43
511,17947,Kenny Clark,GB,DL,17,0,0,0,0,0,0,0,0,1.8,0.3,0.8,0.4,4.6,78.41
512,22056,Jaylon Johnson,CHI,DB,17,0,0,0,0,0,0,0,0,0,1.1,1.3,0.6,4.6,78
513,20842,Dre'Mont Jones,DEN,DE,17,0,0,0,0,0,0,0,0,3.7,0.2,0.7,0.3,4.6,77.79
514,22729,Camryn Bynum,MIN,S,17,0,0,0,0,0,0,0,0,1.2,1.4,0.7,0.4,4.6,77.69
515,19892,Carlton Davis III,TB,CB,17,0,0,0,0,0,0,0,0,0,2.6,1.2,0.6,4.6,77.45
516,20965,Juan Thornhill,KC,S,17,0,0,0,0,0,0,0,0,0,1.1,1,0.5,4.6,77.4
517,16905,Bobby McCain,WAS,S,17,0,0,0,0,0,0,0,0,0,1.5,1.1,0.6,4.5,77.3
518,19834,Vita Vea,TB,DL,17,0,0,0,0,0,0,0,0,3.1,0.4,0.8,0.4,4.5,77.27
519,16808,Eric Rowe,MIA,S,17,0,0,0,0,0,0,0,0,0,0.7,0.8,0.4,4.5,77.25
520,21131,Nick Scott,LAR,FS,17,0,0,0,0,0,0,0,0,0.1,1.6,0.8,0.4,4.5,77.12
521,16625,Lamarcus Joyner,NYJ,S,17,0,0,0,0,0,0,0,0,0,0.4,0.8,0.4,4.5,76.9
522,20366,Emmanuel Moseley,SF,CB,17,0,0,0,0,0,0,0,0,0,1.2,1,0.5,4.5,76.85
523,21691,Chuba Hubbard,CAR,RB,17,0,0,0,292.9,2.2,19.4,141.4,0.4,0,0,0,0,4.5,76.83
524,19881,Justin Jones,CHI,DL,17,0,0,0,0,0,0,0,0,1.3,0.3,0.9,0.4,4.5,76.81
525,19020,Deatrich Wise Jr.,NE,DL,17,0,0,0,0,0,0,0,0,2.4,0.2,0.7,0.3,4.5,76.78
525,3341,Calais Campbell,BAL,DT,17,0,0,0,0,0,0,0,0,2.9,0.3,0.9,0.5,4.5,76.78
527,22887,Elijah Molden,TEN,CB,17,0,0,0,0,0,0,0,0,0.1,0.9,0.8,0.4,4.5,76.77
528,20748,Mike Edwards,TB,S,17,0,0,0,0,0,0,0,0,0.1,3.2,0.9,0.4,4.5,76.72
529,16143,K'Waun Williams,DEN,CB,17,0,0,0,0,0,0,0,0,1.2,0.9,0.9,0.4,4.5,76.64
530,22761,Garret Wallow,HOU,LB,17,0,0,0,0,0,0,0,0,1.7,0.3,0.6,0.3,4.5,76.54
531,22050,Darnay Holmes,NYG,CB,17,0,0,0,0,0,0,0,0,0.3,1.8,0.8,0.4,4.5,76.46
532,22767,Divine Deablo,LV,LB,17,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.3,4.5,75.97
533,16783,Bud Dupree,TEN,OLB,17,0,0,0,0,0,0,0,0,4.1,0.3,0.7,0.3,4.5,75.77
534,19846,Taven Bryan,CLE,DT,17,0,0,0,0,0,0,0,0,1.9,0.3,0.7,0.4,4.5,75.68
535,20983,Christian Wilkins,MIA,DT,17,0,0,0,0,0,0,0,0,1.5,0.4,0.7,0.4,4.4,75.65
536,11315,Brandon Graham,PHI,DE,17,0,0,0,0,0,0,0,0,3.2,0.4,0.8,0.4,4.4,75.64
537,20245,Chris Board,DET,LB,17,0,0,0,0,0,0,0,0,1.4,0.3,0.6,0.3,4.4,75.53
538,20434,Brandon Facyson,IND,CB,17,0,0,0,0,0,0,0,0,0,1,1.1,0.5,4.4,75.2
539,21783,Harrison Bryant,CLE,TE,17,0,0,0,0,0,28.6,293.6,3,0,0,0,0,4.4,75.16
540,23685,James McCourt,JAX,K,17,0,0,0,0,0,0,0,0,0,0,0,0,4.4,75
540,21960,Freddie Swain,MIA,WR,17,0,0,0,0,0,25,320,3,0,0,0,0,4.4,75
542,21448,Jalen Guyton,LAC,WR,17,0,0,0,25.2,0,23.9,355.5,2.2,0,0,0,0,4.4,74.97
543,18986,Shaquill Griffin,JAX,CB,17,0,0,0,0,0,0,0,0,0,1.8,1.1,0.5,4.4,74.85
543,22569,Dee Eskridge,SEA,WR,17,0,0,0,30.1,0.1,29.2,324.4,1.7,0,0,0,0,4.4,74.85
545,21435,Anthony Rush,ATL,DT,17,0,0,0,0,0,0,0,0,1.9,0.5,0.7,0.4,4.4,74.83
546,21773,Eno Benjamin,ARI,RB,17,0,0,0,281.6,2,19.1,144.5,0.3,0,0,0,0,4.4,74.71
547,19830,Denzel Ward,CLE,CB,17,0,0,0,0,0,0,0,0,0.2,2.7,1.1,0.5,4.4,74.59
548,18990,Jonnu Smith,NE,TE,17,0,0,0,16.3,0.1,29.5,316.7,1.9,0,0,0,0,4.4,74.4
549,20766,Chauncey Gardner-Johnson,PHI,DB,17,0,0,0,0,0,0,0,0,1,2.2,0.9,0.5,4.4,74.15
550,16917,C.J. Uzomah,NYJ,TE,17,0,0,0,0,0,31,300.6,2.2,0,0,0,0,4.4,74.06
551,22854,Aaron Robinson,NYG,CB,17,0,0,0,0,0,0,0,0,0.1,0.6,0.8,0.4,4.4,74.02
552,17992,James Bradberry,PHI,CB,17,0,0,0,0,0,0,0,0,0,2.5,1.3,0.7,4.4,74
553,18316,Mike Hilton,CIN,CB,17,0,0,0,0,0,0,0,0,1.1,1.9,0.9,0.5,4.4,73.97
554,19859,Uchenna Nwosu,SEA,LB,17,0,0,0,0,0,0,0,0,3.3,1,0.8,0.4,4.3,73.91
555,20754,Rashad Fenton,KC,CB,17,0,0,0,0,0,0,0,0,0,0.9,0.9,0.4,4.3,73.7
556,13275,Kyle Rudolph,TB,TE,17,0,0,0,0,0,29.2,294.1,2.5,0,0,0,0,4.3,73.61
557,16824,Frank Clark,KC,DE,17,0,0,0,0,0,0,0,0,3.6,0.4,0.9,0.4,4.3,73.52
558,16370,Terrance Mitchell,NE,CB,17,0,0,0,0,0,0,0,0,0,0.6,1,0.5,4.3,73.45
559,22943,AJ Parker,DET,CB,17,0,0,0,0,0,0,0,0,0,1.1,0.8,0.4,4.3,73.05
560,18003,Kenyan Drake,BAL,RB,17,0,0,0,286.6,1.8,17,139.8,0.7,0,0,0,0,4.3,73.04
561,22044,Jeff Okudah,DET,CB,17,0,0,0,0,0,0,0,0,0,1.6,0.9,0.5,4.3,72.9
562,23309,Nakobe Dean,PHI,LB,17,0,0,0,0,0,0,0,0,0,0.5,0.7,0.4,4.3,72.6
563,16839,P.J. Williams,NO,CB,17,0,0,0,0,0,0,0,0,0.8,1.7,0.8,0.4,4.3,72.46
564,21750,Marquez Callaway,NO,WR,17,0,0,0,0,0,23.7,341.5,2.5,0,0,0,0,4.2,72.25
565,19828,Sony Michel,LAC,RB,17,0,0,0,365.3,2.6,11.8,90.7,0.1,0,0,0,0,4.2,72.2
566,20239,Gus Edwards,BAL,RB,17,0,0,0,401.3,2.7,8.7,73.1,0.2,0,0,0,0,4.2,72.14
567,18149,Jalen Mills,NE,CB,17,0,0,0,0,0,0,0,0,0.5,0.7,1,0.5,4.2,72.05
568,20808,Justin Hollins,LAR,OLB,17,0,0,0,0,0,0,0,0,2.9,0.4,0.6,0.3,4.2,71.88
569,17945,William Jackson III,WAS,CB,17,0,0,0,0,0,0,0,0,0,1.6,1.1,0.6,4.2,71.85
570,19016,Samson Ebukam,SF,DL,17,0,0,0,0,0,0,0,0,3.2,0.5,0.6,0.3,4.2,71.84
571,21875,James Smith-Williams,WAS,DE,17,0,0,0,0,0,0,0,0,2.3,0.6,0.7,0.3,4.2,71.81
572,20360,Jeff Wilson Jr.,SF,RB,17,0,0,0,330.5,2.8,11.8,89.2,0.4,0,0,0,0,4.2,71.77
573,19319,Matt Breida,NYG,RB,17,0,0,0,325,1.6,16.3,129.4,0.6,0,0,0,0,4.2,71.74
574,20943,Darius Slayton,NYG,WR,17,0,0,0,-0.1,0,24.1,342.6,2.4,0,0,0,0,4.2,71.55
575,13721,Fletcher Cox,PHI,DT,17,0,0,0,0,0,0,0,0,2.5,0.2,1,0.5,4.2,71.5
576,18952,Larry Ogunjobi,PIT,DT,17,0,0,0,0,0,0,0,0,2.4,0.2,0.7,0.4,4.2,71.38
577,18555,Morgan Fox,LAC,DL,17,0,0,0,0,0,0,0,0,3.1,0.2,0.7,0.4,4.2,71.37
578,18998,Marlon Mack,HOU,RB,17,0,0,0,407.4,2.3,10.7,71.2,0.2,0,0,0,0,4.2,71.36
579,19949,Avonte Maddox,PHI,CB,17,0,0,0,0,0,0,0,0,0.2,0.8,0.9,0.5,4.2,71.14
580,19987,Ogbonnia Okoronkwo,HOU,DL,17,0,0,0,0,0,0,0,0,2.8,0.4,0.6,0.3,4.2,71.01
581,16861,Angelo Blackson,CHI,DL,17,0,0,0,0,0,0,0,0,1.4,0.7,0.7,0.4,4.2,70.73
582,18029,Eric Murray,HOU,DB,17,0,0,0,0,0,0,0,0,0.6,0.6,1,0.5,4.2,70.62
583,22740,Andre Cisco,JAX,S,17,0,0,0,0,0,0,0,0,0.2,0.5,0.8,0.4,4.1,70.49
583,18994,Carl Lawson,NYJ,DL,17,0,0,0,0,0,0,0,0,2.7,0.7,0.7,0.4,4.1,70.49
585,14743,Lawrence Guy,NE,DL,17,0,0,0,0,0,0,0,0,1.6,0.2,0.7,0.3,4.1,70.37
586,18984,Cameron Sutton,PIT,CB,17,0,0,0,0,0,0,0,0,0.3,1.1,1.1,0.5,4.1,70.36
587,18930,Tyus Bowser,BAL,OLB,11,0,0,0,0,0,0,0,0,2.8,1.3,0.7,0.4,6.4,70.26
588,18937,Marcus Williams,BAL,S,17,0,0,0,0,0,0,0,0,0,1.9,1.1,0.5,4.1,70.25
588,17147,Dean Marlowe,ATL,FS,17,0,0,0,0,0,0,0,0,1,1.3,0.7,0.3,4.1,70.25
590,22089,Amik Robertson,LV,CB,17,0,0,0,0,0,0,0,0,0.1,0.6,0.9,0.4,4.1,70.07
591,19847,Mike Hughes,DET,CB,17,0,0,0,0,0,0,0,0,0,1.4,0.8,0.4,4.1,69.9
591,23653,Forrest Rhyne,IND,LB,17,0,0,0,0,0,0,0,0,0,0.4,0.6,0.3,4.1,69.9
593,22921,Nate Hobbs,LV,CB,17,0,0,0,0,0,0,0,0,0.6,1.2,0.9,0.4,4.1,69.82
594,22867,Odafe Oweh,BAL,OLB,17,0,0,0,0,0,0,0,0,3.3,0.3,0.8,0.4,4.1,69.51
595,18069,Matt Ioannidis,CAR,DT,17,0,0,0,0,0,0,0,0,2.7,0.4,0.7,0.3,4.1,69.39
596,14397,Michael Brockers,DET,DL,17,0,0,0,0,0,0,0,0,2,0.2,0.7,0.3,4.1,69.3
596,19865,James Washington,DAL,WR,17,0,0,0,0.9,0,23,326.1,2.3,0,0,0,0,4.1,69.3
598,14358,Akiem Hicks,TB,DL,17,0,0,0,0,0,0,0,0,2.3,0.3,0.8,0.4,4.1,69.26
599,17981,Jarran Reed,GB,DL,17,0,0,0,0,0,0,0,0,2.3,0.2,0.7,0.3,4.1,69.21
600,18083,DJ Reader,CIN,DT,17,0,0,0,0,0,0,0,0,1.2,0.3,0.8,0.4,4.1,69.09
601,13415,Patrick Peterson,MIN,CB,17,0,0,0,0,0,0,0,0,0,1.4,1.1,0.5,4.1,68.9
601,23365,Trent McDuffie,KC,CB,17,0,0,0,0,0,0,0,0,0,0.8,1,0.5,4.1,68.9
603,19839,Jaire Alexander,GB,CB,17,0,0,0,0,0,0,0,0,0.4,1.3,0.8,0.4,4,68.68
604,20985,Greedy Williams,CLE,CB,17,0,0,0,0,0,0,0,0,0,2,0.8,0.4,4,68.65
605,17295,DeShawn Williams,DEN,DL,17,0,0,0,0,0,0,0,0,1.1,0.7,0.7,0.3,4,68.57
606,22078,Neville Gallimore,DAL,DT,17,0,0,0,0,0,0,0,0,1.5,0.2,0.7,0.4,4,68.45
607,12955,J.J. Watt,ARI,DE,17,0,0,0,0,0,0,0,0,2.2,0.9,0.9,0.5,4,68.44
608,20281,Mike Ford,ATL,DB,17,0,0,0,0,0,0,0,0,0.2,1.1,0.8,0.4,4,68.39
609,18177,Jonathan Jones,NE,DB,17,0,0,0,0,0,0,0,0,0,1.6,0.8,0.4,4,68.35
609,22048,Cameron Dantzler Sr.,MIN,CB,17,0,0,0,0,0,0,0,0,0,1.5,0.8,0.4,4,68.35
611,22693,Caleb Farley,TEN,CB,17,0,0,0,0,0,0,0,0,0.1,0.6,0.9,0.5,4,68.22
612,22692,Pat Surtain II,DEN,CB,17,0,0,0,0,0,0,0,0,0,2.3,0.9,0.4,4,68.1
612,19023,Mack Hollins,LV,WR,17,0,0,0,0,0,21.2,313,2.7,0,0,0,0,4,68.1
614,20102,Levi Wallace,PIT,CB,17,0,0,0,0,0,0,0,0,0,2,1,0.5,4,68.05
615,18333,Austin Johnson,LAC,DL,17,0,0,0,0,0,0,0,0,1.7,0.2,0.7,0.4,4,67.99
616,22085,Derrick Brown,CAR,DT,17,0,0,0,0,0,0,0,0,2,0.2,0.8,0.4,4,67.9
617,19932,Dorance Armstrong,DAL,DE,17,0,0,0,0,0,0,0,0,2.2,0.3,0.8,0.4,4,67.84
618,18056,Dean Lowry,GB,DL,17,0,0,0,0,0,0,0,0,2.3,0.3,0.7,0.3,4,67.81
619,23422,Jalen Pitre,HOU,DB,17,0,0,0,0,0,0,0,0,0,0.7,0.9,0.5,4,67.65
620,19080,Noah Brown,DAL,WR,17,0,0,0,0,0,25.6,295.3,2.1,0,0,0,0,4,67.53
621,22662,Tommy Tremble,CAR,TE,17,0,0,0,2.2,0.1,27.7,288.4,1.7,0,0,0,0,4,67.36
622,16859,Steven Nelson,HOU,DB,17,0,0,0,0,0,0,0,0,0,1.3,1.1,0.5,4,67.2
623,16779,Marcus Peters,BAL,CB,17,0,0,0,0,0,0,0,0,0.5,2.8,1,0.5,3.9,67.1
624,17294,Troy Hill,LAR,CB,17,0,0,0,0,0,0,0,0,0.5,1.3,0.9,0.4,3.9,67.05
625,17950,Eli Apple,CIN,CB,17,0,0,0,0,0,0,0,0,0,1.7,1.2,0.6,3.9,67
626,21867,Javon Kinlaw,SF,DT,17,0,0,0,0,0,0,0,0,1,0.9,0.7,0.3,3.9,66.95
627,22775,Joe Tryon-Shoyinka,TB,OLB,17,0,0,0,0,0,0,0,0,3.2,0.3,0.7,0.3,3.9,66.94
627,14888,Logan Ryan,TB,S,17,0,0,0,0,0,0,0,0,0.2,0.4,0.7,0.4,3.9,66.94
629,12450,Al Woods,SEA,DT,17,0,0,0,0,0,0,0,0,1.1,0.3,0.7,0.4,3.9,66.92
630,19659,Dan Arnold,JAX,TE,17,0,0,0,0,0,26.6,322,1.5,0,0,0,0,3.9,66.8
631,17979,A'Shawn Robinson,LAR,NT,17,0,0,0,0,0,0,0,0,1,0.2,0.7,0.3,3.9,66.7
632,18292,Roy Robertson-Harris,JAX,DL,17,0,0,0,0,0,0,0,0,2.5,0.3,0.7,0.3,3.9,66.55
633,18089,Rashard Higgins,CAR,WR,17,0,0,0,1,0,24.6,319.3,1.7,0,0,0,0,3.9,66.43
634,16887,Mike Davis,BAL,RB,17,0,0,0,284.7,2.1,14.3,99.6,0.3,0,0,0,0,3.9,65.93
635,22079,Kindle Vildor,CHI,DB,17,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,3.9,65.8
636,17328,Bryce Callahan,LAC,CB,17,0,0,0,0,0,0,0,0,0.4,1,0.9,0.5,3.9,65.63
637,20051,Zach Sieler,MIA,DT,17,0,0,0,0,0,0,0,0,1.6,0.2,0.7,0.3,3.9,65.57
638,18030,Chris Moore,HOU,WR,17,0,0,0,0,0,26.9,294.4,1.6,0,0,0,0,3.9,65.54
639,23444,Quay Walker,GB,LB,17,0,0,0,0,0,0,0,0,0,0.5,0.6,0.3,3.9,65.5
640,22647,Chris Evans,CIN,RB,17,0,0,0,147.3,1.2,21.5,163.1,1,0,0,0,0,3.8,65.34
641,21985,Kenneth Murray Jr.,LAC,LB,17,0,0,0,0,0,0,0,0,0.3,0.1,0.7,0.3,3.8,65.31
642,20887,Trayvon Mullen,ARI,CB,17,0,0,0,0,0,0,0,0,0,1.6,0.9,0.4,3.8,65.25
643,21111,Ugo Amadi,TEN,DB,17,0,0,0,0,0,0,0,0,0,0.7,0.7,0.3,3.8,65.15
644,22735,Michael Carter II,NYJ,CB,17,0,0,0,0,0,0,0,0,0.5,0.3,0.8,0.4,3.8,64.85
645,22704,Paulson Adebo,NO,CB,17,0,0,0,0,0,0,0,0,0,1.2,0.9,0.4,3.8,64.7
646,22731,Tyson Campbell,JAX,CB,17,0,0,0,0,0,0,0,0,0,1.2,0.8,0.4,3.8,64.65
647,23337,Sauce Gardner,NYJ,CB,17,0,0,0,0,0,0,0,0,0,0.9,1,0.5,3.8,64.5
648,22924,Adetokunbo Ogundeji,ATL,OLB,17,0,0,0,0,0,0,0,0,1.4,0.3,0.7,0.4,3.8,64.33
649,21050,Sean Murphy-Bunting,TB,CB,17,0,0,0,0,0,0,0,0,0,0.7,1,0.5,3.8,64.3
649,14285,Casey Hayward,ATL,CB,17,0,0,0,0,0,0,0,0,0,0.9,1.2,0.6,3.8,64.3
651,22807,Asante Samuel Jr.,LAC,CB,17,0,0,0,0,0,0,0,0,0,1.2,0.9,0.4,3.8,64.2
651,17942,Keanu Neal,TB,S,17,0,0,0,0,0,0,0,0,0.5,0.5,0.7,0.3,3.8,64.2
653,21900,Justin Madubuike,BAL,DT,17,0,0,0,0,0,0,0,0,1.7,0.3,0.8,0.4,3.8,64.19
654,15203,Steven Means,BAL,OLB,17,0,0,0,0,0,0,0,0,1.3,0.4,1.1,0.5,3.8,64.16
655,23320,Kaiir Elam,BUF,CB,17,0,0,0,0,0,0,0,0,0,0.7,0.8,0.4,3.8,64.1
656,16669,Dontae Johnson,SF,CB,17,0,0,0,0,0,0,0,0,0.7,0.5,0.7,0.4,3.8,64.09
657,20884,Foster Moreau,LV,TE,17,0,0,0,0,0,21.7,270.9,2.5,0,0,0,0,3.8,63.79
658,23251,Trey McBride,ARI,TE,17,0,0,0,0,0,24.9,272.7,2,0,0,0,0,3.7,63.37
659,22052,CJ Henderson,CAR,CB,17,0,0,0,0,0,0,0,0,0,1,0.8,0.4,3.7,63.25
660,22822,Ta'Quon Graham,ATL,DL,17,0,0,0,0,0,0,0,0,1.9,0.5,0.7,0.4,3.7,62.93
661,23297,Lewis Cine,MIN,S,17,0,0,0,0,0,0,0,0,0,0.7,0.8,0.4,3.7,62.9
662,22060,Dane Jackson,BUF,CB,17,0,0,0,0,0,0,0,0,0,1,0.7,0.4,3.7,62.65
663,22906,Alim McNeill,DET,DL,17,0,0,0,0,0,0,0,0,1.7,0.4,0.6,0.3,3.7,62.59
664,21786,Adam Trautman,NO,TE,17,0,0,0,0.1,0,24.4,256.9,2.2,0,0,0,0,3.7,62.5
665,22844,Talanoa Hufanga,SF,S,17,0,0,0,0,0,0,0,0,0.1,0.5,0.7,0.4,3.7,62.47
666,20888,Byron Murphy Jr.,ARI,CB,17,0,0,0,0,0,0,0,0,0,0.8,1,0.5,3.7,62.3
666,20905,Donald Parham Jr.,LAC,TE,17,0,0,0,0,0,22.8,235,2.7,0,0,0,0,3.7,62.3
668,16315,Justin Ellis,NYG,DL,17,0,0,0,0,0,0,0,0,0.4,0.3,0.7,0.3,3.7,62.18
669,22787,Benjamin St-Juste,WAS,CB,17,0,0,0,0,0,0,0,0,0.1,0.4,0.8,0.4,3.7,62.12
670,22739,Marco Wilson,ARI,CB,17,0,0,0,0,0,0,0,0,0,0.7,1,0.5,3.6,62
671,20861,David Long Jr.,LAR,CB,17,0,0,0,0,0,0,0,0,0.1,1,0.9,0.4,3.6,61.97
672,23305,Nick Cross,IND,S,17,0,0,0,0,0,0,0,0,0,0.6,1,0.5,3.6,61.95
673,22694,Jaycee Horn,CAR,CB,17,0,0,0,0,0,0,0,0,0.1,1.8,0.9,0.4,3.6,61.92
674,15127,Darius Slay,PHI,CB,17,0,0,0,0,0,0,0,0,0,1.4,1.1,0.5,3.6,61.75
675,22072,Noah Igbinoghene,MIA,CB,17,0,0,0,0,0,0,0,0,0,0.7,0.9,0.5,3.6,61.65
676,19903,Jordan Akins,HOU,TE,17,0,0,0,0,0,28.1,270.7,1.2,0,0,0,0,3.6,61.37
677,16800,Eddie Goldman,ATL,NT,17,0,0,0,0,0,0,0,0,1.5,0.5,0.6,0.3,3.6,61.35
678,20898,Ed Oliver,BUF,DT,17,0,0,0,0,0,0,0,0,1.6,0.2,0.6,0.3,3.6,61.32
