Rank,PlayerID,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,RushShare,TargetSnapPercentage,TargetShare,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsPPR,FantasyPointSnapPercentagePPR
610,18237,Justin Zimmer,BUF,DT,6,161,26.8,32.5,0,0,0,0,0,0,15.5,9.6
610,21828,Jake Fromm,NYG,QB,3,113,37.7,22,7.1,1.91,0,0,60.2,60.2,10.9,9.6
626,18013,Kendall Fuller,WAS,CB,16,1004,62.8,90.7,0,0,0,0,0,0,95.1,9.5
626,21909,D.J. Wonnum,MIN,OLB,17,952,56,78.8,0,0,0,0,0,0,90.7,9.5
626,18964,Alex Anzalone,DET,LB,14,828,59.1,86.7,0,0,0,0,0,0,78.3,9.5
626,16370,Terrance Mitchell,HOU,CB,14,796,56.9,70.1,0,0,0,0,0,0,76,9.5
626,21957,Quez Watkins,PHI,WR,17,771,45.4,68.8,0.1,0.18,8,13.304721030042918,5.7,8.2,116,15
626,18917,Marlon Humphrey,BAL,CB,12,748,62.3,99.6,0,0,0,0,0,0,71,9.5
626,22623,Rashod Bateman,BAL,WR,12,604,50.3,67.6,0,0,11.1,11.317567567567568,7.6,11.1,103.5,17.1
626,19892,Carlton Davis III,TB,CB,10,581,58.1,84.4,0,0,0,0,0,0,55,9.5
626,16003,Sammy Watkins,BAL,WR,13,458,35.2,36.9,0,0,10.7,8.277027027027026,5.9,10.7,70.4,15.4
626,14865,Marquise Goodwin,CHI,WR,14,393,28.1,35,0.5,0.42,10.2,7.633587786259542,5.6,10.7,57.2,14.6
626,21875,James Smith-Williams,WAS,DE,14,387,27.6,35,0,0,0,0,0,0,36.8,9.5
626,22152,Chris Jackson,TEN,DB,12,386,32.2,41.4,0,0,0,0,0,0,36.5,9.5
626,16970,Christian Ringo,NO,DT,14,315,22.5,32.3,0,0,0,0,0,0,30,9.5
626,15215,Tavon Austin,JAX,WR,13,288,22.2,32.5,1,0.77,12.8,6.346483704974271,9.4,13.9,51.4,17.8
626,21584,Freedom Akinmoladun,NYJ,DT,1,21,21,28.8,0,0,0,0,0,0,2,9.5
641,16902,Adrian Amos,GB,S,17,1048,61.6,97.3,0,0,0,0,0,0,98,9.4
641,21937,Jordan Fuller,LAR,S,16,1029,64.3,89.1,0,0,0,0,0,0,97,9.4
641,22692,Pat Surtain II,DEN,CB,16,902,56.4,89.5,0,0,0,0,0,0,84.5,9.4
641,19004,Eddie Jackson,CHI,DB,14,787,56.2,74.4,0,0,0,0,0,0,74,9.4
641,21366,Malik Reed,DEN,OLB,14,739,52.8,68,0,0,0,0,0,0,69.1,9.4
641,16781,Nelson Agholor,NE,WR,15,706,47.1,63.9,0.4,0.61,9.1,12.213740458015268,5.7,9.5,103.4,14.6
641,18958,Tarell Basham,DAL,DE,17,625,36.8,54.7,0,0,0,0,0,0,59,9.4
641,20366,Emmanuel Moseley,SF,CB,11,602,54.7,72.8,0,0,0,0,0,0,56.5,9.4
641,18027,Tavon Young,BAL,DB,17,550,32.4,50.6,0,0,0,0,0,0,51.5,9.4
641,21756,Nico Collins,HOU,WR,14,536,38.3,59.2,0,0,11.4,11.663479923518164,6.2,11.4,83.6,15.6
641,22081,Javelin Guidry,NYJ,CB,17,486,28.6,40.9,0,0,0,0,0,0,45.5,9.4
641,21050,Sean Murphy-Bunting,TB,CB,9,461,51.2,74.5,0,0,0,0,0,0,43.5,9.4
641,13484,K.J. Wright,LV,OLB,17,425,25,36.7,0,0,0,0,0,0,40,9.4
641,16783,Bud Dupree,TEN,OLB,11,397,36.1,43.3,0,0,0,0,0,0,37.3,9.4
641,20245,Chris Board,BAL,LB,16,336,21,30.9,0,0,0,0,0,0,31.5,9.4
641,19878,Tyquan Lewis,IND,DE,8,311,38.9,61,0,0,0,0,0,0,29.35,9.4
641,20986,Joejuan Williams,NE,CB,12,254,21.2,23.9,0,0,0,0,0,0,24,9.4
641,14280,Mike Daniels,CIN,DT,2,64,32,51.2,0,0,0,0,0,0,6,9.4
641,22044,Jeff Okudah,DET,CB,1,48,48,87.3,0,0,0,0,0,0,4.5,9.4
660,19070,Chuck Clark,BAL,SS,16,1025,64.1,94.2,0,0,0,0,0,0,95.7,9.3
660,18905,Marshon Lattimore,NO,CB,16,998,62.4,89.3,0,0,0,0,0,0,92.5,9.3
660,11105,Kareem Jackson,DEN,S,15,897,59.8,89,0,0,0,0,0,0,83,9.3
660,21736,Bryan Edwards,LV,WR,16,811,50.7,71.1,0.1,0.24,7.3,9.78441127694859,4.3,7.4,109.1,13.5
660,17947,Kenny Clark,GB,DL,16,782,48.9,72.6,0,0,0,0,0,0,72.6,9.3
660,14340,Josh Norman,SF,CB,15,766,51.1,70.7,0,0,0,0,0,0,71.5,9.3
660,17691,Brandon Stephens,BAL,DB,17,744,43.8,68.4,0,0,0,0,0,0,69.5,9.3
660,11302,Linval Joseph,LAC,DT,14,551,39.4,47.7,0,0,0,0,0,0,51.5,9.3
660,21422,Shy Tuttle,NO,DT,17,494,29.1,44.2,0,0,0,0,0,0,46,9.3
660,19843,Hayden Hurst,ATL,TE,13,410,31.5,47.3,0,0,7.6,5.585585585585585,6.3,7.6,64.1,15.6
660,19779,Brandon Zylstra,CAR,WR,13,333,25.6,35,0,0,7.5,4.3478260869565215,5.7,7.8,49,14.7
660,19832,Bradley Chubb,DEN,OLB,7,268,38.3,46.6,0,0,0,0,0,0,25,9.3
660,22854,Aaron Robinson,NYG,CB,9,268,29.8,38.6,0,0,0,0,0,0,25,9.3
660,22910,Ifeatu Melifonwu,DET,S,7,242,34.6,46.1,0,0,0,0,0,0,22.5,9.3
674,21697,Laviska Shenault Jr.,JAX,WR,16,697,43.6,64.2,1.6,2.81,14.2,16.9811320754717,10.6,15.8,127,18.2
674,18926,Zay Jones,LV,WR,17,640,37.6,56.1,0.3,0.48,10.9,11.608623548922056,7.7,11.2,105.9,16.5
674,22744,Milton Williams,PHI,DT,17,456,26.8,40.7,0,0,0,0,0,0,41.9,9.2
674,22783,Keith Taylor Jr.,CAR,CB,17,450,26.5,41.4,0,0,0,0,0,0,41.5,9.2
674,22906,Alim McNeill,DET,DL,17,422,24.8,37,0,0,0,0,0,0,38.8,9.2
674,16933,James O'Shaughnessy,JAX,TE,7,286,40.9,49.7,0,0,11.9,5.831903945111493,8.4,11.9,50.4,17.6
674,11767,Steve McLendon,TB,NT,12,253,21.1,22.4,0,0,0,0,0,0,23.15,9.2
674,15183,Desmond Trufant,LV,CB,10,233,23.3,21.5,0,0,0,0,0,0,21.5,9.2
682,22731,Tyson Campbell,JAX,CB,15,864,57.6,78,0,0,0,0,0,0,79,9.1
682,22048,Cameron Dantzler Sr.,MIN,CB,14,686,49,56.8,0,0,0,0,0,0,62.5,9.1
682,18900,Mo Alie-Cox,IND,TE,17,610,35.9,54.8,0,0,7.4,8.982035928143713,3.9,7.4,79.6,13
682,19514,Keelan Cole,NYJ,WR,15,557,37.1,50.1,0,0,9.2,8.808290155440414,5.2,9.3,78.9,14.2
682,21494,Bryan Mone,SEA,DT,14,396,28.3,31.3,0,0,0,0,0,0,35.85,9.1
682,18970,Ahkello Witherspoon,PIT,CB,9,368,40.9,31.6,0,0,0,0,0,0,33.5,9.1
682,12881,Buster Skrine,TEN,CB,7,220,31.4,47.9,0,0,0,0,0,0,20,9.1
682,21891,Tipa Galeai,GB,LB,7,152,21.7,34.2,0,0,0,0,0,0,13.8,9.1
690,19953,D.J. Reed,SEA,CB,14,1000,71.4,79,0,0,0,0,0,0,89.5,9
690,20903,Amani Oruwariye,DET,CB,14,938,67,98.2,0,0,0,0,0,0,84.5,9
690,20852,Dexter Lawrence,NYG,DE,16,757,47.3,64.8,0,0,0,0,0,0,67.9,9
690,18929,Sidney Jones IV,SEA,CB,16,728,45.5,57.5,0,0,0,0,0,0,65.5,9
690,21111,Ugo Amadi,SEA,DB,17,691,40.6,54.6,0,0,0,0,0,0,62,9
690,22689,Kwity Paye,IND,DE,15,639,42.6,59.2,0,0,0,0,0,0,57.3,9
690,19951,Tre Flowers,CIN,CB,16,391,24.4,34.8,0,0,0,0,0,0,35,9
690,21888,K'Lavon Chaisson,JAX,DE,15,384,25.6,34.7,0,0,0,0,0,0,34.7,9
698,20764,Greg Gaines,LAR,DT,17,780,45.9,67.5,0,0,0,0,0,0,69.65,8.9
698,17981,Jarran Reed,KC,DL,17,713,41.9,64,0,0,0,0,0,0,63.6,8.9
698,22709,Christian Barmore,NE,DL,17,598,35.2,56.2,0,0,0,0,0,0,53,8.9
698,22727,Baron Browning,DEN,LB,14,564,40.3,51.9,0,0,0,0,0,0,50,8.9
698,20776,Carl Granderson,NO,DE,15,448,29.9,40.1,0,0,0,0,0,0,39.9,8.9
698,20848,Kingsley Keke,GB,DT,12,393,32.8,36.5,0,0,0,0,0,0,34.8,8.9
698,15188,Star Lotulelei,BUF,DT,11,317,28.8,29.9,0,0,0,0,0,0,28.3,8.9
698,18883,JuJu Smith-Schuster,PIT,WR,5,222,44.4,68.9,1.4,0.73,12.6,4.287901990811639,8.1,14,34.8,15.7
698,19864,Anthony Miller,PIT,WR,3,95,31.7,24.7,0,0,12.6,1.8376722817764166,6.3,12.6,14.5,15.3
707,19849,Terrell Edmunds,PIT,S,17,1145,67.4,98.2,0,0,0,0,0,0,100.3,8.8
707,21281,Andrew Wingard,JAX,S,15,932,62.1,84.1,0.1,0.26,0,0,0.1,0.1,82,8.8
707,19866,Justin Reid,HOU,S,13,780,60,68.7,0,0,0,0,0,0,68.5,8.8
707,12450,Al Woods,SEA,DT,16,619,38.7,48.9,0,0,0,0,0,0,54.25,8.8
707,18016,Kyler Fackrell,LAC,LB,13,382,29.4,43.2,0,0,0,0,0,0,33.7,8.8
707,21901,Alton Robinson,SEA,DE,16,371,23.2,29.3,0,0,0,0,0,0,32.7,8.8
707,15375,Mike Purcell,DEN,DL,13,362,27.8,33.3,0,0,0,0,0,0,32,8.8
707,12822,Pernell McPhee,BAL,OLB,10,234,23.4,29.9,0,0,0,0,0,0,20.7,8.8
707,22172,Jarren Williams,NYG,CB,6,194,32.3,48.6,0,0,0,0,0,0,17,8.8
707,21581,Kareem Orr,LAR,CB,2,40,20,11.8,0,0,0,0,0,0,3.5,8.8
717,9196,Malcolm Jenkins,NO,SS,16,1041,65.1,93.2,0,0,0,0,0,0,90.8,8.7
717,18187,Robbie Anderson,CAR,WR,17,978,57.5,85.1,0.3,0.66,11.2,19.130434782608695,5.7,11.6,138.5,14.2
717,20570,Darious Williams,LAR,DB,14,925,66.1,96.8,0,0,0,0,0,0,80.5,8.7
717,19927,Anthony Averett,BAL,CB,14,808,57.7,74.3,0,0,0,0,0,0,70,8.7
717,20811,Amani Hooker,TEN,DB,12,704,58.7,82.9,0,0,0.1,0.19193857965451055,0.1,0.1,62.1,8.8
717,19865,James Washington,PIT,WR,15,480,32,40.9,0.4,0.49,9.2,6.738131699846861,5.4,9.6,65.8,13.7
717,21122,Duke Shelley,CHI,DB,10,419,41.9,47,0,0,0,0,0,0,36.5,8.7
717,22104,Casey Toohill,WAS,DE,16,361,22.6,32.6,0,0,0,0,0,0,31.5,8.7
717,22782,Ambry Thomas,SF,CB,12,333,27.8,30.7,0,0,0,0,0,0,29,8.7
726,20791,Will Harris,DET,CB,17,1012,59.5,88.7,0,0,0,0,0,0,87.05,8.6
726,19964,Jermaine Carter,CAR,ILB,17,853,50.2,78.5,0,0,0,0,0,0,73.5,8.6
726,18029,Eric Murray,HOU,DB,16,799,49.9,70.3,0,0,0,0,0,0,69,8.6
726,16824,Frank Clark,KC,DE,14,659,47.1,59.2,0,0,0,0,0,0,56.85,8.6
726,20861,David Long Jr.,LAR,CB,16,519,32.4,44.9,0,0,0,0,0,0,44.5,8.6
731,13894,Tashaun Gipson Sr.,CHI,FS,12,660,55,62.4,0,0,0,0,0,0,56.2,8.5
731,17997,Maliek Collins,HOU,DL,15,629,41.9,55.4,0,0,0,0,0,0,53.2,8.5
731,22095,Mike Danna,KC,DE,17,534,31.4,47.9,0,0,0,0,0,0,45.4,8.5
731,20979,Antoine Wesley,ARI,WR,15,459,30.6,39.2,0,0,7,5.604203152364273,4.1,7,57.8,12.6
731,18019,Nick Vannett,NO,TE,7,228,32.6,39.9,0,0,6.6,3.2051282051282053,3.9,6.6,28.3,12.4
736,16960,Quandre Diggs,SEA,FS,17,1228,72.2,97,0,0,0,0,0,0,103,8.4
736,16678,Jimmie Ward,SF,DB,16,992,62,91.6,0,0,0,0,0,0,83.5,8.4
736,19988,Tyler Conklin,MIN,TE,17,924,54.4,81,0,0,9.4,15.077989601386482,6.6,9.4,138.3,15
736,16807,Jaquiski Tartt,SF,S,14,727,51.9,81.9,0,0,0,0,0,0,61,8.4
736,22873,Osa Odighizuwa,DAL,DT,16,615,38.4,53.9,0,0,0,0,0,0,51.5,8.4
736,22787,Benjamin St-Juste,WAS,CB,9,323,35.9,46.3,0,0,0,0,0,0,27,8.4
736,21759,KJ Hamler,DEN,WR,3,88,29.3,43.6,0,0,11.4,1.937984496124031,5.7,11.4,12.4,14.1
743,19026,Rayshawn Jenkins,JAX,S,14,838,59.9,91,0,0,0,0,0,0,69.5,8.3
743,11382,Ndamukong Suh,TB,NT,17,717,42.2,63.6,0,0,0,0,0,0,59.8,8.3
743,17147,Dean Marlowe,DET,FS,16,708,44.2,62.1,0,0,0,0,0,0,59,8.3
743,16793,Malcom Brown,JAX,DT,17,677,39.8,61.1,0,0,0,0,0,0,56.1,8.3
743,21721,Devin Duvernay,BAL,WR,16,603,37.7,48.6,1.2,1.35,7.8,7.9391891891891895,6.6,9,83.2,13.8
743,22060,Dane Jackson,BUF,CB,17,516,30.4,48.7,0,0,0,0,0,0,43,8.3
743,15478,A.J. Bouye,CAR,CB,10,403,40.3,50.9,0,0,0,0,0,0,33.5,8.3
743,22869,Levi Onwuzurike,DET,DL,16,396,24.8,34.7,0,0,0,0,0,0,32.7,8.3
743,21881,A.J. Epenesa,BUF,DE,14,330,23.6,31.2,0,0,0,0,0,0,27.3,8.3
743,16451,Eric Ebron,PIT,TE,8,246,30.8,35.2,0.4,0.24,7.3,2.756508422664625,5.3,7.7,32.5,13.2
743,18026,Sheldon Day,CLE,DT,7,234,33.4,34.3,0,0,0,0,0,0,19.35,8.3
743,22804,Jamien Sherwood,NYJ,LB,5,139,27.8,31.4,0,0,0,0,0,0,11.5,8.3
743,22693,Caleb Farley,TEN,CB,3,60,20,15.3,0,0,0,0,0,0,5,8.3
756,22076,Bryce Hall,NYJ,CB,17,1169,68.8,98.4,0,0,0,0,0,0,95.9,8.2
756,17059,Grady Jarrett,ATL,DL,17,865,50.9,74.4,0,0,0,0,0,0,70.6,8.2
756,20967,Jerry Tillery,LAC,DL,16,860,53.8,74.5,0,0,0,0,0,0,70.3,8.2
756,19560,Michael Davis,LAC,CB,14,853,60.9,73.9,0,0,0,0,0,0,70,8.2
756,18924,Adoree' Jackson,NYG,CB,13,814,62.6,69.6,0,0,0,0,0,0,66.5,8.2
756,22807,Asante Samuel Jr.,LAC,CB,12,693,57.8,60.1,0,0,0,0,0,0,57,8.2
756,18918,Tre'Davious White,BUF,CB,11,629,57.2,91.2,0,0,0,0,0,0,51.3,8.2
756,19993,Folorunso Fatukasi,NYJ,DT,15,559,37.3,47.1,0,0,0,0,0,0,46,8.2
756,23011,Jerry Jacobs,DET,CB,13,560,43.1,63.6,0,0,0,0,0,0,46,8.2
756,17955,Vernon Hargreaves III,CIN,CB,12,397,33.1,37.6,0,0,0,0,0,0,32.5,8.2
756,18467,Sharrod Neasman,NYJ,FS,11,257,23.4,28,0,0,0,0,0,0,21,8.2
767,16811,Ronald Darby,DEN,CB,11,676,61.5,81.5,0,0,0,0,0,0,54.5,8.1
767,18083,DJ Reader,CIN,DT,15,590,39.3,54,0,0,0,0,0,0,47.5,8.1
767,20173,Sean Chandler,CAR,S,15,539,35.9,49.6,0.2,0.22,0,0,0.2,0.2,43.9,8.1
767,22092,Chase Young,WAS,DE,9,477,53,79.5,0,0,0,0,0,0,38.85,8.1
767,22844,Talanoa Hufanga,SF,S,15,395,26.3,36.5,0,0,0,0,0,0,32,8.1
767,19123,Adrian Colbert,CLE,S,7,160,22.9,25.2,0,0,0,0,0,0,13,8.1
773,16905,Bobby McCain,WAS,S,17,1031,60.6,93.1,0,0,0,0,0,0,82,8
773,14419,Rodney McLeod,PHI,S,13,684,52.6,61.1,0,0,0,0,0,0,55,8
773,20721,Tevaughn Campbell,LAC,CB,16,679,42.4,58.8,0,0,0.1,0.1519756838905775,0,0.1,54.5,8
773,14906,Brandon Williams,BAL,NT,13,448,34.5,41.2,0,0,0,0,0,0,36,8
773,18038,Hassan Ridgeway,PHI,DL,17,373,21.9,33.3,0,0,0,0,0,0,29.9,8
773,13761,Stephon Gilmore,CAR,CB,8,305,38.1,48.2,0,0,0,0,0,0,24.5,8
773,18293,Kevin Peterson,ARI,CB,4,87,21.8,27.5,0,0,0,0,0,0,7,8
780,19830,Denzel Ward,CLE,CB,15,856,57.1,76.6,0,0,0,0,0,0,67.7,7.9
780,20965,Juan Thornhill,KC,S,17,852,50.1,76.5,0,0,0,0,0,0,67.5,7.9
780,16263,Allen Robinson II,CHI,WR,12,617,51.4,55,0,0,10.7,12.595419847328245,6.2,10.7,87,14.1
780,20943,Darius Slayton,NYG,WR,13,536,41.2,48.7,0.2,0.24,10.8,10.33868092691622,5,11,68.6,12.8
780,22054,Ross Blacklock,HOU,DL,14,455,32.5,40.1,0,0,0,0,0,0,36.1,7.9
780,17978,Jihad Ward,JAX,OLB,17,457,26.9,41.2,0,0,0,0,0,0,36,7.9
780,23010,Brock Wright,DET,TE,10,301,30.1,43.8,0,0,5.6,3.0303030303030303,4,5.6,35.7,11.9
780,22588,Anthony Schwartz,CLE,WR,14,295,21.1,26.6,2,1.24,7.8,4.609218436873747,5.4,9.8,33.4,11.3
780,19457,Blake Jarwin,DAL,TE,8,275,34.4,47,0,0,6.5,2.830188679245283,4,6.5,32.6,11.9
780,21165,Kyle Phillips,NYJ,DE,7,233,33.3,40.9,0,0,0,0,0,0,18.4,7.9
780,18209,Marcus Johnson,TEN,WR,7,200,28.6,43.8,1,0.36,9.5,3.6468330134357005,5.5,10.5,24.8,12.4
780,11151,Tyson Alualu,PIT,DE,2,57,28.5,37.7,0,0,0,0,0,0,4.5,7.9
792,18912,Evan Engram,NYG,TE,15,722,48.1,65.6,0.1,0.24,10.1,13.01247771836007,6.5,10.2,102.5,14.2
792,18911,Derek Barnett,PHI,DE,16,720,45,64.3,0,0,0,0,0,0,56.2,7.8
792,18977,Kenny Golladay,NYG,WR,14,666,47.6,60.5,0,0,11.4,13.547237076648841,5.6,11.4,89.1,13.4
792,15602,Jack Doyle,IND,TE,17,643,37.8,57.7,0,0,6.7,8.582834331337326,4.5,6.7,79.2,12.3
792,19014,Grover Stewart,IND,DT,17,643,37.8,59.6,0,0,0,0,0,0,50.2,7.8
792,18941,Malik McDowell,CLE,DT,15,646,43.1,57.8,0,0,0,0,0,0,50.2,7.8
792,15151,Xavier Rhodes,IND,CB,13,638,49.1,59.1,0,0,0,0,0,0,49.5,7.8
792,18069,Matt Ioannidis,WAS,DT,16,607,37.9,54.8,0,0,0,0,0,0,47.05,7.8
792,18555,Morgan Fox,CAR,DL,17,562,33.1,51.7,0,0,0,0,0,0,43.8,7.8
792,22135,Bravvion Roy,CAR,DT,17,341,20.1,31.4,0,0,0,0,0,0,26.5,7.8
792,19839,Jaire Alexander,GB,CB,4,219,54.8,60.8,0,0,0,0,0,0,17,7.8
792,17246,James Vaughters,ATL,LB,10,211,21.1,23.3,0,0,0,0,0,0,16.5,7.8
792,20780,Porter Gustin,CLE,LB,6,134,22.3,34.3,0,0,0,0,0,0,10.5,7.8
805,18937,Marcus Williams,NO,S,16,1036,64.8,92.7,0,0,0,0,0,0,80,7.7
805,18979,John Johnson III,CLE,S,15,905,60.3,81,0,0,0,0,0,0,70,7.7
805,17949,Sheldon Rankins,NYJ,DL,16,640,40,53.9,0,0,0,0,0,0,49,7.7
805,12247,Jason Pierre-Paul,TB,OLB,12,601,50.1,53.3,0,0,0,0,0,0,46.1,7.7
805,19410,Ricky Seals-Jones,WAS,TE,13,507,39,47.5,0,0,9.7,9.176029962546817,5.9,9.7,69.1,13.6
805,22295,Tershawn Wharton,KC,DT,17,502,29.5,45.1,0,0,0,0,0,0,38.8,7.7
811,17187,Anthony Harris,PHI,S,14,836,59.7,74.6,0,0,0,0,0,0,63.5,7.6
811,17963,Austin Hooper,CLE,TE,16,717,44.8,64.8,0,0,8.5,12.224448897795591,5.3,8.5,92.5,12.9
811,22894,Kelvin Joseph,DAL,CB,10,229,22.9,30.1,0,0,0,0,0,0,17.5,7.6
811,20803,Trysten Hill,DAL,DT,6,171,28.5,31.3,0,0,0,0,0,0,13,7.6
815,22084,Kristian Fulton,TEN,CB,13,737,56.7,93.4,0,0,0,0,0,0,55,7.5
815,18938,Dalvin Tomlinson,MIN,DL,16,641,40.1,53.1,0,0,0,0,0,0,48.1,7.5
815,22924,Adetokunbo Ogundeji,ATL,OLB,16,527,32.9,45.3,0,0,0,0,0,0,39.4,7.5
815,18990,Jonnu Smith,NE,TE,16,526,32.9,47.6,1.7,1.84,8.6,8.587786259541986,7,10.3,67.4,12.8
815,22928,Roy Lopez,HOU,DL,16,501,31.3,44.1,0,0,0,0,0,0,37.7,7.5
815,18361,Chester Rogers,TEN,WR,16,464,29,39.2,0.2,0.18,9.3,8.253358925143955,6.7,9.5,65,14
815,20460,Tre Herndon,JAX,CB,9,207,23,18.7,0,0,0,0,0,0,15.5,7.5
822,20884,Foster Moreau,LV,TE,17,748,44,65.6,0,0,5.9,7.296849087893864,4,5.9,85.3,11.4
822,22739,Marco Wilson,ARI,CB,14,748,53.4,69.1,0,0,0,0,0,0,55,7.4
822,17943,Shaq Lawson,NYJ,DE,14,534,38.1,48.3,0,0,0,0,0,0,39.7,7.4
822,21985,Kenneth Murray Jr.,LAC,LB,11,364,33.1,44,0,0,0,0,0,0,27,7.4
822,21123,Donovan Wilson,DAL,S,9,336,37.3,39.3,0,0,0,0,0,0,25,7.4
822,13878,Mohamed Sanu,SF,WR,8,240,30,47.3,0,0,10,4.838709677419355,6.2,10,32.7,13.6
822,18002,Jonathan Bullard,ATL,DL,9,224,24.9,19.3,0,0,0,0,0,0,16.5,7.4
822,15194,John Jenkins,MIA,DT,7,176,25.1,15.8,0,0,0,0,0,0,13,7.4
822,22970,Josiah Bronson,DAL,DT,7,163,23.3,27.3,0,0,0,0,0,0,12,7.4
831,20102,Levi Wallace,BUF,CB,17,994,58.5,93.9,0,0,0,0,0,0,72.5,7.3
831,16432,Kyle Fuller,DEN,CB,16,720,45,66.3,0,0,0,0,0,0,52.5,7.3
831,14397,Michael Brockers,DET,DL,16,622,38.9,54.5,0,0,0,0,0,0,45.5,7.3
831,12554,Andrew Sendejo,IND,FS,12,609,50.8,59.4,0,0,0,0,0,0,44.5,7.3
831,14128,Melvin Ingram,KC,LB,15,592,39.5,56.4,0,0,0,0,0,0,43,7.3
831,21001,Rock Ya-Sin,IND,CB,13,591,45.5,54.8,0,0,0,0,0,0,43,7.3
831,22377,Bryce Huff,NYJ,DL,9,337,37.4,47,0,0,0,0,0,0,24.5,7.3
831,21435,Anthony Rush,ATL,DT,12,267,22.2,32.9,0,0,0,0,0,0,19.5,7.3
831,19921,Maurice Hurst,SF,DL,2,41,20.5,4.7,0,0,0,0,0,0,3,7.3
840,14901,Kyle Juszczyk,SF,FB,17,610,35.9,55.9,1.3,1.6,6.2,7.661290322580645,6.2,7.5,73.8,12.1
840,15177,Robert Alford,ARI,CB,13,580,44.6,70.2,0,0,0,0,0,0,41.5,7.2
840,16903,MyCole Pruitt,TEN,TE,16,479,29.9,42.9,0,0,3.8,3.45489443378119,2.9,3.8,48.5,10.1
843,22786,Eric Stokes,GB,CB,16,935,58.4,86.8,0,0,0,0,0,0,66,7.1
843,20185,Poona Ford,SEA,DT,17,802,47.2,63.3,0,0,0,0,0,0,56.65,7.1
843,17328,Bryce Callahan,DEN,CB,11,505,45.9,60.7,0,0,0,0,0,0,36.1,7.1
843,20028,Tremon Smith,HOU,DB,17,395,23.2,34.8,0.3,0.24,0,0,0.3,0.3,28.2,7.1
843,16515,Shamar Stephen,DEN,DT,17,393,23.1,36.2,0,0,0,0,0,0,28,7.1
843,19019,Jaleel Johnson,HOU,DT,12,322,26.8,30.3,0,0,0,0,0,0,23,7.1
843,21020,DeAndre Baker,KC,CB,8,217,27.1,19.5,0,0,0,0,0,0,15.5,7.1
843,19911,Jalyn Holmes,NO,DE,8,189,23.6,20.4,0,0,0,0,0,0,13.5,7.1
843,17916,William Fuller V,MIA,WR,2,65,32.5,31.1,0,0,12.3,1.3377926421404682,6.2,12.3,8.6,13.2
852,21107,Darnell Savage,GB,S,17,1038,61.1,96.4,0,0,0,0,0,0,72.5,7
852,17985,Mackensie Alexander,MIN,CB,16,690,43.1,57.1,0,0,0,0,0,0,48,7
852,12829,Jimmy Smith,BAL,CB,10,294,29.4,27,0,0,0,0,0,0,20.5,7
855,10978,Devin McCourty,NE,DB,17,1019,59.9,95.8,0,0,0,0,0,0,70,6.9
855,17945,William Jackson III,WAS,CB,12,748,62.3,67.6,0,0,0,0,0,0,51.5,6.9
855,19999,Jacob Martin,HOU,DL,17,698,41.1,61.4,0,0,0,0,0,0,48,6.9
855,11043,Joe Haden,PIT,CB,12,630,52.5,54,0,0,0,0,0,0,43.5,6.9
855,22000,Justin Strnad,DEN,ILB,16,443,27.7,40.8,0,0,0,0,0,0,30.5,6.9
855,21906,Jonathan Garvin,GB,LB,16,395,24.7,36.7,0,0,0,0,0,0,27.25,6.9
855,22835,Cam Sample,CIN,DE,14,311,22.2,28.5,0,0,0,0,0,0,21.6,6.9
855,11315,Brandon Graham,PHI,DE,2,51,25.5,35.9,0,0,0,0,0,0,3.5,6.9
855,22608,Seth Williams,DEN,WR,2,49,24.5,25.9,0,0,2,0.1937984496124031,2,2,4.4,9
864,16837,Chris Conley,HOU,WR,16,623,38.9,58.4,0.2,0.24,5.9,7.074569789674952,3.7,6.1,64.6,10.4
864,20395,Danny Johnson,WAS,CB,12,336,28,41.9,0,0,0,0,0,0,23,6.8
864,21886,Broderick Washington,BAL,DT,14,293,20.9,26.9,0,0,0,0,0,0,20,6.8
864,21444,Daniel Wise,WAS,DE,6,139,23.2,35.5,0,0,0,0,0,0,9.5,6.8
868,18972,Fabian Moreau,ATL,DB,16,1037,64.8,89.2,0,0,0,0,0,0,69.5,6.7
868,16788,Byron Jones,MIA,CB,16,976,61,87.6,0,0,0,0,0,0,65,6.7
868,14412,Jackrabbit Jenkins,TEN,CB,14,861,61.5,78.6,0,0,0,0,0,0,58,6.7
868,13275,Kyle Rudolph,NYG,TE,16,500,31.2,45.4,0,0,7.8,6.951871657754011,5.2,7.8,59.7,11.9
868,21899,Malcolm Roach,NO,DL,7,193,27.6,25.3,0,0,0,0,0,0,13,6.7
868,16353,Jason Verrett,SF,CB,1,60,60,66.7,0,0,0,0,0,0,4,6.7
874,17992,James Bradberry,NYG,CB,17,1159,68.2,99.1,0,0,0,0,0,0,77,6.6
874,19034,Damontae Kazee,DAL,S,17,902,53.1,79,0,0,0,0,0,0,59.5,6.6
874,18089,Rashard Higgins,CLE,WR,15,509,33.9,46,0,0,9.2,9.418837675350701,4.7,9.2,57.5,11.3
874,11437,Corey Peters,ARI,DT,14,363,25.9,33.5,0,0,0,0,0,0,24,6.6
874,19281,Jacob Hollister,JAX,TE,7,174,24.9,16,0,0,8,2.4013722126929675,5.2,8,20.5,11.8
879,14887,Duron Harmon,ATL,S,17,1072,63.1,92.2,0,0,0,0,0,0,69.5,6.5
