Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
460,21161,Brandon Dillon,MIN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21227,Andrew Beck,DEN,TE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21277,David Blough,DET,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21295,Nsimba Webster,CHI,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21310,Khari Blasingame,TEN,FB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21368,Trinity Benson,DET,WR,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21601,Gunner Olszewski,NE,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21678,Brycen Hopkins,LAR,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21730,Collin Johnson,NYG,WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21732,Giovanni Ricci,CAR,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21741,Denzel Mims,NYJ,WR,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21758,KJ Hill Jr.,LAC,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21771,Devin Asiasi,NE,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21782,Jonathan Ward,ARI,RB,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21797,La'Mical Perine,NYJ,RB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21800,Mitchell Wilcox,CIN,TE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21817,Kellen Mond,MIN,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21820,Jacob Eason,SEA,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21840,Kylin Hill,GB,RB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21866,Chris Streveler,BAL,QB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21960,Freddie Swain,SEA,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22119,Charlie Woerner,SF,TE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22284,Ben Ellefson,MIN,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22310,Gabe Nabers,LAC,FB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22407,Tyler Mabry,SEA,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22477,Dominique Dafney,GB,TE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22497,Ian Book,NO,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22498,Feleipe Franks,ATL,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22509,Hunter Long,MIA,TE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22512,Tre' McKitty,LAC,TE,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22575,Amari Rodgers,GB,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22590,Ben Skowronek,LAR,WR,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22594,Frank Darby,ATL,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22602,Tutu Atwell,LAR,WR,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22620,Mike Strachan,IND,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22672,Gary Brightwell,NYG,RB,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22677,Mekhi Sargent,JAX,RB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22683,Jacob Harris,LAR,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22915,Sammis Reyes,WAS,TE,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,23004,Adam Prentice,NO,FB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,23052,Nate McCrary,BAL,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,23101,Parker Hesse,ATL,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,15640,Derek Carrier,LV,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,17223,Eric Tomlinson,BAL,TE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19029,Nathan Peterman,LV,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20040,Trenton Cannon,SF,RB,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21719,Nick Bowers,LV,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22537,Trey Ragas,LV,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22604,Tylan Wallace,BAL,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21263,Trenton Irwin,CIN,WR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22276,DeMichael Harris,IND,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18123,Jeff Driskel,HOU,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19822,Kerryon Johnson,SF,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20264,Jordan Franks,CLE,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20318,Buddy Howell,LAR,RB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20332,Deon Yelder,TB,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20963,Cody Thompson,SEA,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21964,Cody White,PIT,WR,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22736,Tory Carter,TEN,FB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,23002,Nick Ralston,DAL,FB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18881,John Ross,NYG,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18928,Curtis Samuel,WAS,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19120,David Moore,GB,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20314,Codey McElroy,TB,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20792,N'Keal Harry,NE,WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20906,Jacques Patrick,SF,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20929,Brett Rypien,DEN,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21775,Rodney Smith,DET,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,13887,Travis Benjamin,SF,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,17750,Ross Travis,DET,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20106,Ryan Nall,CHI,RB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20506,Tanner Hudson,SF,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20904,Devine Ozigbo,NE,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21311,Davion Davis,HOU,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21737,Tyrie Cleveland,DEN,WR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21742,Antonio Gandy-Golden,WAS,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22514,Kenny Yeboah,NYJ,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,23084,Shane Zylstra,DET,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21037,Miles Boykin,BAL,WR,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21796,Noah Togiai,PHI,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,13370,Luke Stocker,MIN,TE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,16640,John Brown,JAX,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18269,Geronimo Allison,DET,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20159,Mike Boone,DEN,RB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20990,Trayveon Williams,CIN,RB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21825,Spencer Brown,CAR,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21848,Artavis Pierce,CHI,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22339,Kirk Merritt,MIA,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22345,Dan Chisena,MIN,WR,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19957,John Kelly Jr.,CLE,RB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19937,Keke Coutee,IND,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20071,Keith Kirkwood,CAR,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20939,David Sills V,NYG,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21845,Darrynton Evans,TEN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21969,Aaron Parker,CAR,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22415,Mason Kinsey,TEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22518,Matt Bushman,LV,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,23010,Brock Wright,DET,TE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,16768,Kevin White,NO,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,15974,Jordan Matthews,SF,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20974,Kahale Warring,JAX,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21854,Anthony McFarland Jr.,PIT,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18039,Pharoh Cooper,NYG,WR,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18907,Davis Webb,BUF,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19811,Marcell Ateman,LV,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20089,Kurt Benkert,GB,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20199,David Wells,ARI,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20797,Daniel Helm,LV,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21731,John Hightower,PHI,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22235,Maurice Ffrench,LAC,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22327,J.J. Koski,LAR,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22520,Miller Forristall,CLE,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22638,Dillon Stoner,LV,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20134,Kevin Rader,PIT,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,17415,Matt LaCosse,NE,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19033,Brian Hill,SF,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19184,JoJo Natson,CLE,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20018,Nick Bawden,NYJ,FB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21400,Steven Sims,PIT,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21728,Lawrence Cager,CLE,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21850,Tavien Feaster,ARI,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22244,Ja'Marcus Bradley,CLE,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18717,Marvin Hall,ATL,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18094,Temarrick Hemingway,WAS,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19075,Mason Schreck,CIN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20948,Sutton Smith,LV,FB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21967,Isaiah Coulter,CHI,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22346,Jake Bargas,MIN,FB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22618,Marquez Stevenson,BUF,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18079,Kevin Hogan,TEN,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21826,Darius Bradwell,LAC,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22340,Matt Cole,CAR,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22991,Landen Akers,LAR,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22652,Josh Johnson,SEA,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18070,Wendell Smallwood,WAS,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19054,Rodney Adams,CHI,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19755,River Cracraft,SF,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19996,Jaylen Samuels,HOU,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20487,Brandon Powell,LAR,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22436,Rashod Berry,DET,OLB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22544,Pooka Williams Jr.,CIN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20193,Ethan Wolf,NO,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20295,Vyncint Smith,NYJ,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21178,Jason Moore Jr.,LAC,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21208,Ian Bunting,DAL,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21473,D.J. Montgomery,NYJ,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21724,Easop Winston,NO,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21676,Jared Pinkney,DET,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18401,Tommylee Lewis,MIA,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19064,Trent Taylor,CIN,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20376,Jordan Veasy,HOU,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21294,Alex Bachman,NYG,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22441,Nathan Cottrell,JAX,RB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22475,Paul Quessenberry,HOU,FB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22608,Seth Williams,DEN,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22573,Dazz Newsome,CHI,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19599,Trey Edmunds,PIT,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19922,Justin Watson,TB,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20069,Ryan Izzo,TEN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21760,Isaiah Hodgins,BUF,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22347,Nakia Griffin-Stewart,KC,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22283,Josh Hammond,JAX,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21865,Stephen Sullivan,CAR,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22513,Tony Poljan,BAL,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22635,Jalen Camp,HOU,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,23099,Michael Bandy,LAC,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22615,Kawaan Baker,NO,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20935,Jordan Scarlett,MIA,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20762,Travis Fulgham,DEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22311,Jeff Cotton Jr.,JAX,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22663,Hunter Kampmoyer,LAC,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22973,Austin Trammell,ATL,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21746,Tarik Black,NYJ,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21751,Aaron Fuller,SEA,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,23090,C.J. Saunders,CAR,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,20055,Logan Woodside,TEN,QB,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.1
687,22678,Jake Funk,LAR,RB,10,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.1
689,22650,JaQuan Hardy,DAL,RB,3,0,0,0,-2,0,0,0,0,0,0,0,0,-0.1,-0.2
689,15185,Kenjon Barner,TB,RB,3,0,0,0,-2,0,0,0,0,0,0,0,0,-0.1,-0.2
691,21776,Joshua Kelley,LAC,RB,10,0,0,0,13,0,0,0,0,0,0,0,0,-0.1,-0.7
692,21828,Jake Fromm,NYG,QB,3,0,0,1,0,0,0,0,0,0,0,0,0,-0.7,-2
