Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
40,8244,Philip Rivers,IND,QB,16,1029,7,5,-2,0,0,0,0,0,0,0,0,3.7,58.96
41,16597,Mike Evans,TB,WR,16,0,0,0,0,0,16,174,4,0,0,0,0,3.6,57.4
42,14871,Robert Woods,LAR,WR,16,0,0,0,3,0,19,208,3,0,0,0,0,3.5,56.1
43,19812,Sam Darnold,NYJ,QB,12,661,6,5,87,1,0,0,0,0,0,0,0,4.6,55.14
44,15534,Adam Thielen,MIN,WR,15,0,0,0,3,0,15,158,4,0,0,0,0,3.7,55.1
45,20880,Gardner Minshew,JAX,QB,9,581,7,1,55,1,0,0,0,0,0,0,0,6.1,54.74
46,17975,Hunter Henry,LAC,TE,14,0,0,0,0,0,19,175,3,0,0,0,0,3.9,54.5
47,18880,Chris Godwin,TB,WR,12,0,0,0,0,0,17,254,2,0,0,0,0,4.5,54.4
48,18872,Dalvin Cook,MIN,RB,14,0,0,0,150,2,9,118,1,0,0,0,0,3.8,53.8
49,14005,T.Y. Hilton,IND,WR,15,0,0,0,0,0,16,195,3,0,0,0,0,3.6,53.5
50,19491,Robert Tonyan,GB,TE,16,0,0,0,0,0,13,163,4,0,0,0,0,3.3,53.3
51,19976,Marquez Valdes-Scantling,GB,WR,16,0,0,0,0,0,11,299,2,0,0,0,0,3.3,52.9
52,14536,Russell Wilson,SEA,QB,16,791,7,5,109,0,0,0,0,0,0,0,0,3.3,52.54
53,21747,Brandon Aiyuk,SF,WR,12,0,0,0,38,1,12,127,3,0,0,0,0,4.4,52.5
54,7242,Drew Brees,NO,QB,12,690,5,3,3,2,0,0,0,0,0,0,0,4.3,51.9
55,20875,DK Metcalf,SEA,WR,16,0,0,0,0,0,20,258,1,0,0,0,0,3.2,51.8
56,21042,A.J. Brown,TEN,WR,14,0,0,0,0,0,17,224,2,0,0,0,0,3.7,51.4
57,8534,Jared Cook,NO,TE,15,0,0,0,0,0,14,193,3,0,0,0,0,3.4,51.3
58,20841,Daniel Jones,NYG,QB,14,848,4,2,73,0,0,0,0,0,0,0,0,3.7,51.22
59,18878,Alvin Kamara,NO,RB,15,0,0,0,43,2,17,114,1,0,0,0,0,3.4,50.7
60,17959,Derrick Henry,TEN,RB,16,0,0,0,143,6,0,0,0,0,0,0,0,3.1,50.3
61,19207,Tim Patrick,DEN,WR,15,0,0,0,0,0,15,232,2,0,0,0,0,3.3,50.2
62,20873,Terry McLaurin,WAS,WR,15,0,0,0,3,0,19,248,1,0,0,0,0,3.3,50.1
63,21077,Diontae Johnson,PIT,WR,15,0,0,0,0,0,22,211,1,0,0,0,0,3.3,49.1
64,16781,Nelson Agholor,LV,WR,16,0,0,0,0,0,13,239,2,0,0,0,0,3.1,48.9
65,19844,DJ Moore,CAR,WR,15,0,0,0,0,0,16,267,1,0,0,0,0,3.2,48.7
66,16510,Jerick McKinnon,SF,RB,16,0,0,0,114,2,11,81,1,0,0,0,0,3,48.5
67,20924,Hunter Renfrow,LV,WR,16,0,0,0,0,0,17,253,1,0,0,0,0,3,48.3
68,18912,Evan Engram,NYG,TE,16,0,0,0,0,0,22,252,0,0,0,0,0,3,47.2
69,18187,Robbie Anderson,CAR,WR,16,0,0,0,0,0,17,177,2,0,0,0,0,2.9,46.7
70,20859,Drew Lock,DEN,QB,13,849,3,5,67,1,0,0,0,0,0,0,0,3.6,46.66
71,19514,Keelan Cole,JAX,WR,16,0,0,0,0,0,12,157,3,0,0,0,0,2.9,45.7
72,19705,Greg Ward,PHI,WR,16,0,0,0,2,0,17,164,2,0,0,0,0,2.8,45.6
73,17916,William Fuller V,HOU,WR,11,0,0,0,0,0,12,195,2,0,0,0,0,4,43.5
74,16656,Logan Thomas,WAS,TE,16,0,0,0,5,0,17,133,2,0,0,0,0,2.7,42.8
75,19238,Taysom Hill,NO,TE,16,263,1,1,70,3,4,24,0,0,0,0,0,2.6,41.92
76,8283,Ryan Fitzpatrick,MIA,QB,9,327,4,3,57,2,1,0,0,0,0,0,0,4.6,41.78
77,17920,Carson Wentz,PHI,QB,12,628,3,2,86,0,0,0,0,0,0,0,0,3.5,41.72
78,21448,Jalen Guyton,LAC,WR,16,0,0,0,0,0,10,196,2,0,0,0,0,2.6,41.6
79,9906,Danny Amendola,DET,WR,14,0,0,0,2,0,15,262,0,0,0,0,0,3,41.4
80,14141,Cole Beasley,BUF,WR,15,0,0,0,0,0,17,183,1,0,0,0,0,2.8,41.3
81,20882,David Montgomery,CHI,RB,15,0,0,0,107,1,10,105,1,0,0,0,0,2.7,41.2
82,20943,Darius Slayton,NYG,WR,16,0,0,0,0,0,10,187,2,0,0,0,0,2.5,40.7
83,11611,Golden Tate,NYG,WR,12,18,0,0,0,0,18,218,0,0,0,0,0,3.4,40.52
84,18944,Kareem Hunt,CLE,RB,16,0,0,0,85,0,11,90,2,0,0,0,0,2.5,40.5
84,18464,J.D. McKissic,WAS,RB,16,0,0,0,53,0,20,152,0,0,0,0,0,2.5,40.5
86,21697,Laviska Shenault Jr.,JAX,WR,14,0,0,0,0,0,16,181,1,0,0,1,0,2.9,40.1
87,11056,Antonio Brown,TB,WR,8,0,0,0,0,0,13,147,2,0,0,0,0,5,39.7
88,16263,Allen Robinson II,CHI,WR,16,0,0,0,0,0,19,206,0,0,0,0,0,2.5,39.6
89,17053,Malcolm Brown,LAR,RB,16,0,0,0,130,1,11,91,0,0,0,0,0,2.4,39.1
90,19919,Chase Edmonds,ARI,RB,16,0,0,0,54,1,12,96,1,0,0,0,0,2.4,39
91,19897,Tre'Quan Smith,NO,WR,14,0,0,0,0,0,14,189,1,0,0,0,0,2.8,38.9
92,21694,Henry Ruggs III,LV,WR,13,0,0,0,0,0,6,224,2,0,0,0,0,3,38.4
93,16771,Todd Gurley II,ATL,RB,15,0,0,0,89,3,6,54,0,0,0,0,0,2.6,38.3
94,15100,Jordan Reed,SF,TE,10,0,0,0,0,0,11,88,3,0,0,0,0,3.8,37.8
94,21690,Tee Higgins,CIN,WR,16,0,0,0,0,0,14,238,0,0,0,0,0,2.4,37.8
96,21045,Marquise Brown,BAL,WR,16,0,0,0,0,0,12,136,2,0,0,0,0,2.4,37.6
97,16775,DeVante Parker,MIA,WR,14,0,0,0,0,0,12,130,2,0,0,0,0,2.6,37
97,11063,Emmanuel Sanders,NO,WR,14,0,0,0,0,0,13,180,1,0,0,0,0,2.6,37
97,16830,Tyler Lockett,SEA,WR,16,0,0,0,0,0,16,150,1,0,0,0,0,2.3,37
100,16451,Eric Ebron,PIT,TE,15,0,0,0,0,0,16,164,1,0,0,0,0,2.4,36.4
101,19172,Zach Pascal,IND,WR,16,0,0,0,0,0,10,200,1,0,0,0,0,2.2,36
102,12845,A.J. Green,CIN,WR,16,0,0,0,0,0,14,157,1,0,0,0,0,2.2,35.7
102,16056,James White,NE,RB,14,0,0,0,24,1,16,113,0,0,0,0,0,2.6,35.7
104,17961,Sterling Shepard,NYG,WR,12,0,0,0,0,0,16,135,1,0,0,0,0,3,35.5
105,19318,Kendrick Bourne,SF,WR,15,0,0,0,0,0,16,190,0,0,0,0,0,2.3,35
106,20876,Jakobi Meyers,NE,WR,14,0,0,0,0,0,18,169,0,0,0,0,0,2.5,34.9
107,14916,Giovani Bernard,CIN,RB,16,0,0,0,17,2,11,101,0,0,0,0,0,2.2,34.8
108,19296,Anthony Firkser,TEN,TE,16,0,0,0,0,0,19,157,0,0,0,0,0,2.2,34.7
109,19120,David Moore,SEA,WR,16,0,0,0,4,0,10,118,2,0,0,0,0,2.1,34.2
109,14918,Tyler Eifert,JAX,TE,15,0,0,0,0,0,15,132,1,0,0,1,0,2.3,34.2
111,20805,T.J. Hockenson,DET,TE,16,0,0,0,0,0,17,189,0,0,0,0,0,2.1,33.9
112,20762,Travis Fulgham,PHI,WR,13,0,0,0,0,0,10,117,2,0,0,0,0,2.6,33.7
113,19864,Anthony Miller,CHI,WR,16,0,0,0,0,0,13,144,1,0,0,0,0,2.1,33.4
114,18879,Corey Davis,TEN,WR,14,0,0,0,0,0,13,143,1,0,0,0,0,2.4,33.3
115,13227,Randall Cobb,HOU,WR,10,0,0,0,0,0,8,129,2,0,0,0,0,3.3,32.9
116,13723,Nick Foles,CHI,QB,9,351,4,2,6,1,0,0,0,0,0,0,0,3.6,32.64
117,20753,Noah Fant,DEN,TE,15,0,0,0,0,0,16,165,0,0,0,0,0,2.2,32.5
118,16141,Willie Snead IV,BAL,WR,13,0,0,0,0,0,13,132,1,0,0,0,0,2.5,32.2
118,16568,Brandin Cooks,HOU,WR,15,0,0,0,0,0,14,182,0,0,0,0,0,2.1,32.2
120,21970,James Robinson,JAX,RB,14,0,0,0,46,1,5,44,2,0,0,0,0,2.3,32
121,16640,John Brown,BUF,WR,9,0,0,0,0,0,9,167,1,0,0,0,0,3.5,31.7
121,21744,Michael Pittman Jr.,IND,WR,13,0,0,0,0,0,14,177,0,0,0,0,0,2.4,31.7
123,20933,Miles Sanders,PHI,RB,12,0,0,0,127,2,4,28,0,0,0,0,0,2.6,31.5
124,20795,Dwayne Haskins,WAS,QB,7,496,2,2,16,1,0,0,0,0,0,0,0,4.5,31.44
124,16020,Jarvis Landry,CLE,WR,15,6,0,0,8,0,15,154,0,0,0,0,0,2.1,31.44
126,19330,Nick Mullens,SF,QB,10,528,6,5,2,0,0,0,0,0,0,0,0,3.1,31.32
127,19816,DJ Chark,JAX,WR,13,0,0,0,0,0,8,170,1,0,0,0,0,2.4,31
128,21961,Darnell Mooney,CHI,WR,16,0,0,0,0,0,11,79,2,0,0,0,0,1.9,30.9
129,20145,Allen Lazard,GB,WR,10,0,0,0,0,0,9,218,0,0,0,0,0,3.1,30.8
130,21138,Scotty Miller,TB,WR,16,0,0,0,0,0,8,164,1,0,0,0,0,1.9,30.4
130,20529,Cam Sims,WAS,WR,16,0,0,0,0,0,10,204,0,0,0,0,0,1.9,30.4
132,19063,George Kittle,SF,TE,8,0,0,0,0,0,10,143,1,0,0,0,0,3.8,30.3
133,15071,Latavius Murray,NO,RB,15,0,0,0,53,3,5,19,0,0,0,0,0,2,30.2
133,17923,Ezekiel Elliott,DAL,RB,15,0,0,0,87,2,6,35,0,0,0,0,0,2,30.2
133,16765,Amari Cooper,DAL,WR,16,0,0,0,0,0,12,122,1,0,0,0,0,1.9,30.2
136,21677,Tua Tagovailoa,MIA,QB,10,308,4,3,36,1,0,0,0,0,0,0,0,3,29.92
137,12841,Andy Dalton,DAL,QB,11,407,3,2,49,0,1,-3,0,0,0,0,0,2.7,29.88
138,19920,Dalton Schultz,DAL,TE,16,0,0,0,0,0,12,116,1,0,0,0,0,1.8,29.6
139,19017,Josh Reynolds,LAR,WR,16,0,0,0,0,0,14,154,0,0,0,0,0,1.8,29.4
140,16003,Sammy Watkins,KC,WR,10,0,0,0,0,0,8,90,2,0,0,0,0,2.9,29
141,21693,Joe Burrow,CIN,QB,10,655,2,3,45,0,0,0,0,0,0,0,0,2.9,28.7
142,19853,Mike Gesicki,MIA,TE,15,0,0,0,0,0,9,134,1,0,0,0,0,1.9,28.4
143,16847,David Johnson,HOU,RB,12,0,0,0,45,0,9,86,1,0,0,0,0,2.3,28.1
144,19798,Nick Chubb,CLE,RB,12,0,0,0,77,3,1,13,0,0,0,0,0,2.3,28
144,20788,Mecole Hardman,KC,WR,16,0,0,0,0,0,8,140,1,0,0,0,0,1.8,28
146,21831,Jalen Hurts,PHI,QB,15,307,2,3,77,1,0,0,0,0,0,0,0,1.9,27.98
147,18690,Jalen Richard,LV,RB,13,0,0,0,82,1,7,65,0,0,0,0,0,2.1,27.7
147,19815,Christian Kirk,ARI,WR,14,0,0,0,0,0,8,137,1,0,0,0,0,2,27.7
149,19562,Austin Ekeler,LAC,RB,10,0,0,0,2,0,12,93,1,0,0,0,0,2.8,27.5
150,14917,Rex Burkhead,NE,RB,10,0,0,0,51,1,7,33,1,0,0,0,0,2.7,27.4
151,21735,Gabe Davis,BUF,WR,16,0,0,0,0,0,7,83,2,0,0,0,0,1.7,27.3
152,19043,Isaiah McKenzie,BUF,WR,16,0,0,0,2,0,8,70,2,0,0,0,0,1.7,27.2
153,18935,Gerald Everett,LAR,TE,16,0,0,0,0,0,13,141,0,0,0,0,0,1.7,27.1
154,17963,Austin Hooper,CLE,TE,13,0,0,0,0,0,11,100,1,0,0,0,0,2.1,27
155,20837,Ty Johnson,NYJ,RB,13,0,0,0,21,1,8,47,1,0,0,0,0,2.1,26.8
156,16776,Melvin Gordon III,DEN,RB,15,0,0,0,140,1,6,27,0,0,0,0,0,1.8,26.7
157,16837,Chris Conley,JAX,WR,15,0,0,0,0,0,9,116,1,0,0,0,0,1.8,26.6
158,18118,Brandon Allen,CIN,QB,5,310,3,0,20,0,0,0,0,0,0,0,0,5.3,26.4
158,18032,Tyler Higbee,LAR,TE,15,0,0,0,0,0,7,74,2,0,0,0,0,1.8,26.4
158,19281,Jacob Hollister,SEA,TE,16,0,0,0,0,0,7,74,2,0,0,0,0,1.6,26.4
161,16593,Cameron Brate,TB,TE,16,0,0,0,0,0,7,73,2,0,0,0,0,1.6,26.3
161,12708,Dion Lewis,NYG,RB,16,0,0,0,31,0,10,72,1,0,0,0,0,1.6,26.3
163,11488,Jimmy Graham,CHI,TE,16,0,0,0,0,0,7,72,2,0,0,0,0,1.6,26.2
164,17141,Damiere Byrd,NE,WR,16,0,0,0,0,0,11,151,0,0,0,0,0,1.6,26.1
165,20077,Richie James,SF,WR,10,0,0,0,0,0,7,130,1,0,0,0,0,2.6,26
166,21682,Jonathan Taylor,IND,RB,15,0,0,0,87,1,7,39,0,0,0,0,0,1.7,25.6
167,18977,Kenny Golladay,DET,WR,5,0,0,0,0,0,7,124,1,0,0,0,0,5.1,25.4
167,19045,Aaron Jones,GB,RB,14,0,0,0,48,0,8,66,1,0,0,0,0,1.8,25.4
169,20239,Gus Edwards,BAL,RB,16,0,0,0,133,2,0,0,0,0,0,0,0,1.6,25.3
169,20038,Braxton Berrios,NYJ,WR,16,0,0,0,15,0,12,118,0,0,0,0,0,1.6,25.3
171,21861,Antonio Gibson,WAS,RB,14,0,0,0,55,2,3,47,0,0,0,0,0,1.8,25.2
172,20912,Tony Pollard,DAL,RB,16,0,0,0,78,2,3,22,0,0,0,0,0,1.6,25
173,21142,Olamide Zaccheaus,ATL,WR,11,0,0,0,0,0,8,109,1,0,0,0,0,2.3,24.9
174,18003,Kenyan Drake,ARI,RB,15,0,0,0,103,2,2,5,0,0,0,0,0,1.7,24.8
175,18103,Jakeem Grant Sr.,MIA,WR,14,0,0,0,0,0,10,84,1,0,0,0,0,1.7,24.4
176,19912,Nyheim Hines,IND,RB,16,0,0,0,36,0,9,48,1,0,0,0,0,1.5,23.4
177,20931,Drew Sample,CIN,TE,16,0,0,0,0,0,9,83,1,0,0,0,0,1.5,23.3
178,17960,Michael Thomas,NO,WR,7,0,0,0,0,0,12,109,0,0,0,0,0,3.3,22.9
179,19867,Michael Gallup,DAL,WR,16,0,0,0,0,0,12,106,0,0,0,0,0,1.4,22.6
180,13291,Julio Jones,ATL,WR,9,0,0,0,0,0,8,84,1,0,0,0,0,2.5,22.4
181,11932,LeSean McCoy,TB,RB,10,0,0,0,25,0,11,88,0,0,0,0,0,2.2,22.3
182,15102,Chris Thompson,JAX,RB,8,0,0,0,4,0,9,64,1,0,0,0,0,2.7,21.8
183,18089,Rashard Higgins,CLE,WR,13,0,0,0,0,0,8,136,0,0,0,0,0,1.7,21.6
184,21674,J.K. Dobbins,BAL,RB,15,0,0,0,69,1,5,36,0,0,0,0,0,1.4,21.5
184,5571,Larry Fitzgerald,ARI,WR,13,0,0,0,0,0,13,85,0,0,0,0,0,1.7,21.5
186,18983,James Conner,PIT,RB,13,0,0,0,49,1,7,34,0,0,0,0,0,1.6,21.3
187,20792,N'Keal Harry,NE,WR,14,0,0,0,0,0,5,41,2,0,0,0,0,1.5,21.1
187,17290,Adam Humphries,TEN,WR,7,0,0,0,0,0,7,81,1,0,0,0,0,3,21.1
187,21400,Steven Sims,WAS,WR,12,0,0,0,0,0,9,121,0,0,0,0,0,1.8,21.1
190,19822,Kerryon Johnson,DET,RB,16,0,0,0,8,1,7,71,0,0,0,0,0,1.3,20.9
191,21686,Jalen Reagor,PHI,WR,11,0,0,0,0,0,5,158,0,0,0,0,0,1.9,20.8
192,20824,Josh Jacobs,LV,RB,15,0,0,0,76,2,1,0,0,0,0,0,0,1.4,20.6
192,10974,Rob Gronkowski,TB,TE,16,0,0,0,0,0,7,76,1,0,0,0,0,1.3,20.6
194,21741,Denzel Mims,NYJ,WR,9,0,0,0,0,0,8,124,0,0,0,0,0,2.3,20.4
195,21684,D'Andre Swift,DET,RB,13,0,0,0,16,1,5,37,1,0,0,0,0,1.6,20.3
196,18900,Mo Alie-Cox,IND,TE,15,0,0,0,0,0,8,81,1,0,0,0,0,1.3,20.1
197,21759,KJ Hamler,DEN,WR,13,0,0,0,-5,0,10,103,0,0,0,0,0,1.5,19.8
198,16041,Jimmy Garoppolo,SF,QB,6,246,4,4,17,0,0,0,0,0,0,0,0,3.3,19.54
199,21783,Harrison Bryant,CLE,TE,15,0,0,0,0,0,4,35,2,0,0,0,0,1.3,19.5
200,20949,Irv Smith Jr.,MIN,TE,13,0,0,0,0,0,7,61,1,0,0,0,0,1.5,19.1
201,16728,Dontrelle Inman,WAS,WR,10,0,0,0,0,0,7,58,1,0,0,0,0,1.9,18.8
202,20988,Preston Williams,MIA,WR,8,0,0,0,0,0,4,27,2,0,0,0,0,2.3,18.7
203,15965,Trey Burton,IND,TE,13,0,0,0,0,0,6,66,1,0,0,0,0,1.4,18.6
204,18375,Peyton Barber,WAS,RB,16,0,0,0,64,2,0,0,0,0,0,0,0,1.2,18.4
205,19033,Brian Hill,ATL,RB,16,0,0,0,71,1,4,32,0,0,0,0,0,1.1,18.3
205,14856,Zach Ertz,PHI,TE,11,0,0,0,0,0,9,93,0,0,0,0,0,1.7,18.3
207,19098,Isaiah Ford,MIA,WR,10,0,0,0,0,0,9,91,0,0,0,0,0,1.8,18.1
208,16787,Breshad Perriman,NYJ,WR,12,0,0,0,0,0,7,110,0,0,0,0,0,1.5,18
209,18209,Marcus Johnson,IND,WR,11,0,0,0,0,0,6,118,0,0,0,0,0,1.6,17.8
210,19903,Jordan Akins,HOU,TE,13,0,0,0,4,0,8,92,0,0,0,0,0,1.4,17.6
211,20487,Brandon Powell,ATL,WR,15,0,0,0,0,0,4,15,2,0,0,0,0,1.2,17.5
212,21721,Devin Duvernay,BAL,WR,16,0,0,0,29,0,6,85,0,0,0,0,0,1.1,17.4
213,19659,Dan Arnold,ARI,TE,16,0,0,0,0,0,5,63,1,0,0,0,0,1.1,17.3
214,18877,Christian McCaffrey,CAR,RB,3,0,0,0,21,1,5,41,0,0,0,0,0,5.7,17.2
215,18811,Mitch Trubisky,CHI,QB,10,399,3,4,11,0,0,0,0,0,0,0,0,1.7,17.06
216,18990,Jonnu Smith,TEN,TE,15,0,0,0,3,0,6,45,1,0,0,0,0,1.1,16.8
217,18055,Dak Prescott,DAL,QB,5,290,0,1,30,1,0,0,0,0,0,0,0,3.3,16.6
217,19865,James Washington,PIT,WR,16,0,0,0,0,0,7,96,0,0,0,0,0,1,16.6
219,19979,Jordan Wilkins,IND,RB,15,0,0,0,16,1,4,46,0,0,0,0,0,1.1,16.2
220,21730,Collin Johnson,JAX,WR,14,0,0,0,0,0,6,100,0,0,0,0,0,1.1,16
220,19863,Dallas Goedert,PHI,TE,11,0,0,0,0,0,7,90,0,0,0,0,0,1.5,16
220,20500,Darrel Williams,KC,RB,13,0,0,0,28,0,8,52,0,0,0,0,0,1.2,16
223,19937,Keke Coutee,HOU,WR,8,0,0,0,0,0,4,119,0,0,0,0,0,2,15.9
224,19021,Chad Hansen,HOU,WR,5,0,0,0,0,0,6,97,0,0,0,0,0,3.1,15.7
225,20150,Byron Pringle,KC,WR,13,0,0,0,0,0,5,105,0,0,0,0,0,1.2,15.5
226,14901,Kyle Juszczyk,SF,FB,16,0,0,0,15,1,1,6,1,0,0,0,0,0.9,15.1
226,21736,Bryan Edwards,LV,WR,12,0,0,0,0,0,3,61,1,0,0,0,0,1.3,15.1
226,20582,Chad Beebe,MIN,WR,14,0,0,0,0,0,8,71,0,0,0,0,0,1.1,15.1
229,16887,Mike Davis,CAR,RB,15,0,0,0,23,1,4,27,0,0,0,0,0,1,15
229,18717,Marvin Hall,CLE,WR,12,0,0,0,0,0,4,110,0,0,0,0,0,1.2,15
231,16668,Carlos Hyde,SEA,RB,10,0,0,0,47,0,6,42,0,0,0,0,0,1.5,14.9
232,20964,Darwin Thompson,KC,RB,14,0,0,0,6,0,3,48,1,0,0,0,0,1,14.4
232,20768,Myles Gaskin,MIA,RB,10,0,0,0,69,0,5,45,0,0,0,0,0,1.4,14.4
234,20941,Devin Singletary,BUF,RB,16,0,0,0,43,1,3,10,0,0,0,0,0,0.9,14.3
234,18995,Jamaal Williams,GB,RB,14,0,0,0,30,0,6,53,0,0,0,0,0,1,14.3
234,19843,Hayden Hurst,ATL,TE,16,0,0,0,0,0,7,73,0,0,0,0,0,0.9,14.3
234,15150,Cordarrelle Patterson,CHI,RB,16,0,0,0,2,0,9,51,0,0,0,0,0,0.9,14.3
238,21675,Tyler Johnson,TB,WR,14,0,0,0,0,0,3,51,1,0,0,0,0,1,14.1
239,19916,DaeSean Hamilton,DEN,WR,16,0,0,0,0,0,7,70,0,0,0,0,0,0.9,14
240,19823,Royce Freeman,DEN,RB,16,0,0,0,26,0,6,53,0,0,0,0,0,0.9,13.9
241,18018,Jacoby Brissett,IND,QB,11,13,0,0,8,2,0,0,0,0,0,0,0,1.2,13.32
242,21957,Quez Watkins,PHI,WR,6,0,0,0,0,0,3,43,1,0,0,0,0,2.2,13.3
242,722,Jason Witten,LV,TE,16,0,0,0,0,0,5,23,1,0,0,0,0,0.8,13.3
244,1658,Greg Olsen,SEA,TE,11,0,0,0,0,0,6,72,0,0,0,0,0,1.2,13.2
245,21739,Van Jefferson,LAR,WR,16,0,0,0,0,0,6,71,0,0,0,0,0,0.8,13.1
246,6739,Alex Smith,WAS,QB,8,328,1,2,-1,0,0,0,0,0,0,0,0,1.6,13.02
247,19910,Ian Thomas,CAR,TE,16,0,0,0,0,0,7,58,0,0,0,0,0,0.8,12.8
248,18996,Wayne Gallman,NYG,RB,15,0,0,0,2,1,3,34,0,0,0,0,0,0.8,12.6
248,21772,Cole Kmet,CHI,TE,16,0,0,0,0,0,4,26,1,0,0,0,0,0.8,12.6
250,20398,Equanimeous St. Brown,GB,WR,9,0,0,0,0,0,2,45,1,0,0,0,0,1.4,12.5
251,19119,Chris Carson,SEA,RB,12,0,0,0,63,1,0,0,0,0,0,0,0,1,12.3
251,18926,Zay Jones,LV,WR,16,0,0,0,0,0,3,33,1,0,0,0,0,0.8,12.3
253,18067,Jordan Howard,PHI,RB,7,0,0,0,2,2,0,0,0,0,0,0,0,1.7,12.2
253,19924,Ito Smith,ATL,RB,14,0,0,0,28,1,2,14,0,0,0,0,0,0.9,12.2
