Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
253,15196,Kenny Stills,HOU,WR,10,0,0,0,0,0,5,72,0,0,0,0,0,1.2,12.2
256,19947,Chris Herndon,NYJ,TE,16,0,0,0,0,0,3,31,1,0,0,0,0,0.8,12.1
257,21814,Jake Luton,JAX,QB,3,199,2,2,0,0,0,0,0,0,0,0,0,4,11.96
258,21769,Clyde Edwards-Helaire,KC,RB,13,0,0,0,32,0,4,47,0,0,0,0,0,0.9,11.9
259,19943,Durham Smythe,MIA,TE,15,0,0,0,0,0,3,27,1,0,0,0,0,0.8,11.7
259,21037,Miles Boykin,BAL,WR,16,0,0,0,0,0,3,27,1,0,0,0,0,0.7,11.7
261,16815,Ameer Abdullah,MIN,RB,16,0,0,0,11,0,3,14,1,0,0,0,0,0.7,11.5
262,20053,Kyle Allen,WAS,QB,4,188,1,0,19,0,0,0,0,0,0,0,0,2.9,11.42
263,16838,Duke Johnson,HOU,RB,11,0,0,0,14,0,4,58,0,0,0,0,0,1,11.2
264,20932,Deebo Samuel,SF,WR,7,0,0,0,1,0,4,70,0,0,0,0,0,1.6,11.1
264,20679,KhaDarel Hodge,CLE,WR,9,0,0,0,0,0,5,61,0,0,0,0,0,1.2,11.1
266,20838,Tyron Johnson,LAC,WR,12,0,0,0,0,0,3,19,1,0,0,0,0,0.9,10.9
266,13878,Mohamed Sanu,DET,WR,10,0,0,0,3,0,5,56,0,0,0,0,0,1.1,10.9
268,20868,Alexander Mattison,MIN,RB,13,0,0,0,32,1,1,5,0,0,0,0,0,0.8,10.7
268,20742,J.J. Arcega-Whiteside,PHI,WR,8,0,0,0,0,0,3,77,0,0,0,0,0,1.3,10.7
268,18803,Leonard Fournette,TB,RB,13,0,0,0,20,0,4,47,0,0,0,0,0,0.8,10.7
268,21743,Lynn Bowden Jr.,MIA,WR,10,0,0,0,8,0,5,49,0,0,0,0,0,1.1,10.7
272,21804,DeeJay Dallas,SEA,RB,12,0,0,0,10,0,2,13,1,0,0,0,0,0.9,10.3
273,18876,David Njoku,CLE,TE,13,0,0,0,0,0,4,60,0,0,0,0,0,0.8,10
274,18858,Joe Mixon,CIN,RB,6,0,0,0,24,1,1,5,0,0,0,0,0,1.6,9.9
274,21688,Cam Akers,LAR,RB,13,0,0,0,24,0,3,45,0,0,0,0,0,0.8,9.9
274,21776,Joshua Kelley,LAC,RB,14,0,0,0,36,0,3,33,0,0,0,0,0,0.7,9.9
277,18047,Demarcus Robinson,KC,WR,16,0,0,0,0,0,5,68,0,0,0,0,0,0.6,9.8
278,20039,Boston Scott,PHI,RB,16,0,0,0,22,0,5,25,0,0,0,0,0,0.6,9.7
279,20802,Justice Hill,BAL,RB,12,0,0,0,54,0,3,11,0,0,0,0,0,0.8,9.5
280,21078,Jeff Smith,NYJ,WR,12,0,0,0,0,0,5,44,0,0,0,0,0,0.8,9.4
281,15201,Mike Glennon,JAX,QB,5,253,1,1,12,0,0,0,0,0,0,0,0,1.9,9.32
282,19064,Trent Taylor,SF,WR,12,0,0,0,0,0,5,40,0,0,0,0,0,0.8,9
283,20836,Bisi Johnson,MIN,WR,8,0,0,0,0,0,4,49,0,0,0,0,0,1.1,8.9
284,3061,Marcedes Lewis,GB,TE,15,0,0,0,0,0,1,18,1,0,0,0,0,0.6,8.8
285,19850,Mason Rudolph,PIT,QB,5,168,1,1,-1,0,0,0,0,0,0,0,0,1.7,8.62
286,19824,Kalen Ballage,LAC,RB,11,0,0,0,28,0,4,18,0,0,0,0,0,0.8,8.6
287,21737,Tyrie Cleveland,DEN,WR,10,0,0,0,0,0,4,45,0,0,0,0,0,0.8,8.5
288,16763,Marcus Mariota,LV,QB,1,38,0,0,9,1,0,0,0,0,0,0,0,8.4,8.42
289,19065,Jeremy McNichols,TEN,RB,16,0,0,0,31,0,4,13,0,0,0,0,0,0.5,8.4
289,21163,Deonte Harty,NO,WR,9,0,0,0,0,0,5,34,0,0,0,0,0,0.9,8.4
291,18445,Mike Thomas,CIN,WR,14,0,0,0,0,0,3,53,0,0,0,0,0,0.6,8.3
291,20057,Auden Tate,CIN,WR,9,0,0,0,0,0,4,43,0,0,0,0,0,0.9,8.3
291,19200,C.J. Board,NYG,WR,14,0,0,0,0,0,5,33,0,0,0,0,0,0.6,8.3
294,20798,Darrell Henderson Jr.,LAR,RB,15,0,0,0,28,0,2,34,0,0,0,0,0,0.5,8.2
294,14828,Chris Hogan,NYJ,WR,5,0,0,0,0,0,5,32,0,0,0,0,0,1.6,8.2
296,13418,Anthony Sherman,KC,FB,13,0,0,0,6,0,1,5,1,0,0,0,0,0.6,8.1
296,11270,Dez Bryant,BAL,WR,6,0,0,0,0,0,1,11,1,0,0,0,0,1.4,8.1
298,2405,Chad Henne,KC,QB,3,103,1,0,-1,0,0,0,0,0,0,0,0,2.7,8.02
299,4807,Adrian Peterson,DET,RB,16,0,0,0,20,1,0,0,0,0,0,0,0,0.5,8
299,21765,JaMycal Hasty,SF,RB,8,0,0,0,1,1,1,9,0,0,0,0,0,1,8
301,21754,Donovan Peoples-Jones,CLE,WR,12,0,0,0,0,0,3,48,0,0,0,0,0,0.6,7.8
302,18931,Adam Shaheen,MIA,TE,16,0,0,0,0,0,1,7,1,0,0,0,0,0.5,7.7
303,21750,Marquez Callaway,NO,WR,11,0,0,0,0,0,4,35,0,0,0,0,0,0.7,7.5
304,16855,Ty Montgomery,NO,WR,6,0,0,0,56,0,1,8,0,0,0,0,0,1.2,7.4
305,17970,Devontae Booker,LV,RB,16,0,0,0,21,0,3,22,0,0,0,0,0,0.5,7.3
305,20835,KeeSean Johnson,ARI,WR,8,0,0,0,0,0,4,33,0,0,0,0,0,0.9,7.3
307,611,Joe Flacco,NYJ,QB,5,195,0,1,14,0,0,0,0,0,0,0,0,1.4,7.2
307,21845,Darrynton Evans,TEN,RB,5,0,0,0,-1,0,1,3,1,0,0,0,0,1.4,7.2
309,14967,Le'Veon Bell,KC,RB,11,0,0,0,11,1,0,0,0,0,0,0,0,0.6,7.1
309,19080,Noah Brown,DAL,WR,16,0,0,0,0,0,3,41,0,0,0,0,0,0.4,7.1
309,21786,Adam Trautman,NO,TE,15,0,0,0,0,0,3,41,0,0,0,0,0,0.5,7.1
312,16389,Odell Beckham Jr.,CLE,WR,7,0,0,0,0,0,3,39,0,0,0,0,0,1,6.9
313,18973,C.J. Beathard,SF,QB,6,171,0,0,0,0,0,0,0,0,0,0,0,1.1,6.84
314,14187,Alshon Jeffery,PHI,WR,7,0,0,0,0,0,2,48,0,0,0,0,0,1,6.8
314,20360,Jeff Wilson Jr.,SF,RB,11,0,0,0,16,0,2,32,0,0,0,0,0,0.6,6.8
316,8355,Julian Edelman,NE,WR,6,0,0,0,0,0,3,37,0,0,0,0,0,1.1,6.7
317,20929,Brett Rypien,DEN,QB,3,114,1,1,-1,0,0,0,0,0,0,0,0,2.2,6.46
318,20372,Cameron Batson,TEN,WR,12,0,0,0,5,0,3,29,0,0,0,0,0,0.5,6.4
318,21775,Rodney Smith,CAR,RB,7,0,0,0,11,0,3,23,0,0,0,0,0,0.9,6.4
318,19626,Dare Ogunbowale,JAX,RB,14,0,0,0,1,0,4,23,0,0,0,0,0,0.5,6.4
321,18123,Jeff Driskel,DEN,QB,3,127,0,0,13,0,0,0,0,0,0,0,0,2.1,6.38
322,21593,D'Ernest Johnson,CLE,RB,16,0,0,0,45,0,1,5,0,0,0,0,0,0.4,6
322,21731,John Hightower,PHI,WR,13,0,0,0,0,0,1,50,0,0,0,0,0,0.5,6
322,21211,Patrick Laird,MIA,RB,16,0,0,0,49,0,2,11,0,0,0,0,0,0.4,6
322,21729,Quintez Cephus,DET,WR,13,0,0,0,0,0,2,40,0,0,0,0,0,0.5,6
322,15602,Jack Doyle,IND,TE,14,0,0,0,0,0,3,30,0,0,0,0,0,0.4,6
327,16920,Jesse James,DET,TE,16,0,0,0,0,0,3,28,0,0,0,0,0,0.4,5.8
328,20250,Robert Foster,WAS,WR,4,0,0,0,0,0,2,37,0,0,0,0,0,1.4,5.7
328,21797,La'Mical Perine,NYJ,RB,10,0,0,0,13,0,3,14,0,0,0,0,0,0.6,5.7
328,19961,Ray-Ray McCloud III,PIT,WR,16,0,0,0,0,0,3,27,0,0,0,0,0,0.4,5.7
331,3943,DeSean Jackson,PHI,WR,5,0,0,0,0,0,3,26,0,0,0,0,0,1.1,5.6
331,13275,Kyle Rudolph,MIN,TE,12,0,0,0,0,0,3,26,0,0,0,0,0,0.5,5.6
333,14257,Robert Griffin III,BAL,QB,4,16,0,0,49,0,0,0,0,0,0,0,0,1.4,5.54
334,20810,Travis Homer,SEA,RB,9,0,0,0,29,0,2,6,0,0,0,0,0,0.6,5.5
334,18197,Alex Erickson,CIN,WR,16,0,0,0,0,0,3,25,0,0,0,0,0,0.3,5.5
334,20011,Javon Wims,CHI,WR,13,0,0,0,0,0,3,25,0,0,0,0,0,0.4,5.5
337,19861,Ronald Jones,TB,RB,14,0,0,0,28,0,2,6,0,0,0,0,0,0.4,5.4
337,21794,Albert Okwuegbunam,DEN,TE,4,0,0,0,0,0,2,34,0,0,0,0,0,1.4,5.4
339,16621,Garrett Gilbert,DAL,QB,1,83,1,1,0,0,0,0,0,0,0,0,0,5.3,5.32
340,16491,Richard Rodgers,PHI,TE,14,0,0,0,0,0,2,32,0,0,0,0,0,0.4,5.2
341,17219,Daniel Brown,NYJ,TE,16,0,0,0,0,0,2,31,0,0,0,0,0,0.3,5.1
341,18673,Jaydon Mickens,TB,WR,10,0,0,0,0,0,3,21,0,0,0,0,0,0.5,5.1
343,19828,Sony Michel,NE,RB,9,0,0,0,28,0,1,12,0,0,0,0,0,0.6,5
343,21784,Zack Moss,BUF,RB,13,0,0,0,36,0,1,4,0,0,0,0,0,0.4,5
343,20820,Andy Isabella,ARI,WR,13,0,0,0,0,0,2,30,0,0,0,0,0,0.4,5
346,20013,Cedrick Wilson Jr.,DAL,WR,16,12,0,0,-1,0,3,16,0,0,0,0,0,0.3,4.98
347,20081,Trent Sherfield,ARI,WR,15,0,0,0,0,0,2,29,0,0,0,0,0,0.3,4.9
347,21960,Freddie Swain,SEA,WR,16,0,0,0,0,0,2,29,0,0,0,0,0,0.3,4.9
349,20703,John Wolford,LAR,QB,1,31,0,0,36,0,0,0,0,0,0,0,0,4.8,4.84
350,21802,AJ Dillon,GB,RB,11,0,0,0,47,0,0,0,0,0,0,0,0,0.4,4.7
351,5820,Frank Gore,NYJ,RB,15,0,0,0,14,0,2,11,0,0,0,0,0,0.3,4.5
352,16933,James O'Shaughnessy,JAX,TE,15,0,0,0,0,0,2,24,0,0,0,0,0,0.3,4.4
352,20925,Riley Ridley,CHI,WR,5,0,0,0,0,0,2,24,0,0,0,0,0,0.9,4.4
352,21601,Gunner Olszewski,NE,WR,13,0,0,0,1,0,2,23,0,0,0,0,0,0.3,4.4
355,19988,Tyler Conklin,MIN,TE,16,0,0,0,0,0,2,23,0,0,0,0,0,0.3,4.3
355,15239,Vance McDonald,PIT,TE,14,0,0,0,0,0,2,23,0,0,0,0,0,0.3,4.3
357,16846,Tyler Kroft,BUF,TE,10,0,0,0,0,0,2,21,0,0,0,0,0,0.4,4.1
357,21513,Darrius Shepherd,GB,WR,8,0,0,0,0,0,2,21,0,0,0,0,0,0.5,4.1
357,15126,Theo Riddick,LV,RB,4,0,0,0,11,0,2,10,0,0,0,0,0,1,4.1
360,19950,Will Dissly,SEA,TE,16,0,0,0,0,0,2,20,0,0,0,0,0,0.2,4
360,20850,Dawson Knox,BUF,TE,12,0,0,0,0,0,2,20,0,0,0,0,0,0.3,4
360,21005,Parris Campbell,IND,WR,2,0,0,0,0,0,2,20,0,0,0,0,0,2,4
360,19755,River Cracraft,SF,WR,9,0,0,0,0,0,2,20,0,0,0,0,0,0.4,4
364,20954,Jarrett Stidham,NE,QB,5,39,1,1,4,0,0,0,0,0,0,0,0,0.8,3.96
365,11047,Colt McCoy,NYG,QB,4,141,0,1,3,0,0,0,0,0,0,0,0,1,3.94
366,19969,Damion Ratley,HOU,WR,5,0,0,0,0,0,1,29,0,0,0,0,0,0.8,3.9
366,21755,Isaiah Wright,WAS,WR,14,0,0,0,0,0,2,19,0,0,0,0,0,0.3,3.9
366,22276,DeMichael Harris,IND,WR,7,0,0,0,-3,0,2,22,0,0,0,0,0,0.6,3.9
369,20759,Ryan Finley,CIN,QB,5,28,0,0,27,0,0,0,0,0,0,0,0,0.8,3.82
370,20662,Jaeden Graham,ATL,TE,16,0,0,0,0,0,2,18,0,0,0,0,0,0.2,3.8
370,19973,Troy Fumagalli,DEN,TE,8,0,0,0,0,0,2,18,0,0,0,0,0,0.5,3.8
372,12831,Tyrod Taylor,LAC,QB,2,83,0,0,4,0,0,0,0,0,0,0,0,1.9,3.72
373,19996,Jaylen Samuels,PIT,RB,14,0,0,0,1,0,2,16,0,0,0,0,0,0.3,3.7
374,16878,Blake Bell,DAL,TE,16,0,0,0,2,0,1,24,0,0,0,0,0,0.2,3.6
374,21169,Malik Taylor,GB,WR,15,0,0,0,0,0,1,26,0,0,0,0,0,0.2,3.6
374,21788,Ke'Shawn Vaughn,TB,RB,10,0,0,0,22,0,2,14,0,0,0,0,0,0.4,3.6
377,21810,Tyler Huntley,BAL,QB,2,8,0,0,32,0,0,0,0,0,0,0,0,1.8,3.52
378,21758,KJ Hill Jr.,LAC,WR,15,0,0,0,0,0,1,25,0,0,0,0,0,0.2,3.5
378,21862,Austin Mack,NYG,WR,11,0,0,0,0,0,2,15,0,0,0,0,0,0.3,3.5
380,20064,Justin Jackson,LAC,RB,9,0,0,0,4,0,2,10,0,0,0,0,0,0.4,3.4
381,18041,Tyler Ervin,GB,RB,8,0,0,0,0,0,2,13,0,0,0,0,0,0.4,3.3
381,19766,Saquon Barkley,NYG,RB,2,0,0,0,5,0,2,8,0,0,0,0,0,1.6,3.3
383,21843,Salvon Ahmed,MIA,RB,6,0,0,0,9,0,1,13,0,0,0,0,0,0.5,3.2
383,20974,Kahale Warring,HOU,TE,7,0,0,0,0,0,2,12,0,0,0,0,0,0.5,3.2
383,18262,Stephen Anderson,LAC,TE,16,0,0,0,0,0,2,12,0,0,0,0,0,0.2,3.2
386,19072,Alex Armah,CAR,FB,16,0,0,0,7,0,1,14,0,0,0,0,0,0.2,3.1
387,18422,Kalif Raymond,TEN,WR,15,0,0,0,0,0,1,20,0,0,0,0,0,0.2,3
388,19319,Matt Breida,MIA,RB,12,0,0,0,28,0,0,0,0,0,0,0,0,0.2,2.8
388,20950,Benny Snell Jr.,PIT,RB,16,0,0,0,28,0,0,0,0,0,0,0,0,0.2,2.8
388,18901,O.J. Howard,TB,TE,4,0,0,0,0,0,2,8,0,0,0,0,0,0.7,2.8
391,17762,Chris Manhertz,CAR,TE,16,0,0,0,0,0,1,17,0,0,0,0,0,0.2,2.7
391,20224,Christian Blake,ATL,WR,16,0,0,0,0,0,1,17,0,0,0,0,0,0.2,2.7
391,20952,Jace Sternberger,GB,TE,12,0,0,0,0,0,2,7,0,0,0,0,0,0.2,2.7
391,20904,Devine Ozigbo,JAX,RB,8,0,0,0,0,0,2,7,0,0,0,0,0,0.3,2.7
395,11565,Andre Roberts,BUF,WR,15,0,0,0,0,0,1,16,0,0,0,0,0,0.2,2.6
395,16928,Michael Burton,NO,FB,15,0,0,0,4,0,1,12,0,0,0,0,0,0.2,2.6
397,16917,C.J. Uzomah,CIN,TE,2,0,0,0,0,0,1,15,0,0,0,0,0,1.2,2.5
397,13370,Luke Stocker,ATL,TE,16,0,0,0,0,0,2,5,0,0,0,0,0,0.2,2.5
397,20819,Alec Ingold,LV,FB,16,0,0,0,1,0,2,4,0,0,0,0,0,0.2,2.5
400,17217,Raheem Mostert,SF,RB,8,0,0,0,24,0,0,0,0,0,0,0,0,0.3,2.4
400,12787,Nick Bellore,SEA,LB,16,0,0,0,5,0,1,9,0,0,0,0,0,0.2,2.4
400,21723,James Proche II,BAL,WR,14,0,0,0,0,0,1,14,0,0,0,0,0,0.2,2.4
403,12982,Blaine Gabbert,TB,QB,4,57,0,0,1,0,0,0,0,0,0,0,0,0.6,2.38
404,16378,Keith Smith,ATL,FB,16,0,0,0,5,0,1,8,0,0,0,0,0,0.1,2.3
404,15378,Levine Toilolo,NYG,TE,16,0,0,0,0,0,1,13,0,0,0,0,0,0.1,2.3
404,21749,Isaiah Zuber,NE,WR,4,0,0,0,0,0,1,13,0,0,0,0,0,0.6,2.3
404,20071,Keith Kirkwood,CAR,WR,1,0,0,0,0,0,1,13,0,0,0,0,0,2.3,2.3
404,19917,Antonio Callaway,MIA,WR,5,0,0,0,0,0,1,13,0,0,0,0,0,0.5,2.3
409,9902,Chase Daniel,DET,QB,4,55,0,0,0,0,0,0,0,0,0,0,0,0.6,2.2
409,15263,Luke Willson,BAL,TE,8,0,0,0,0,0,1,12,0,0,0,0,0,0.3,2.2
409,19280,Cody Hollister,TEN,WR,2,0,0,0,0,0,1,12,0,0,0,0,0,1.1,2.2
409,18764,Troymaine Pope,LAC,RB,6,0,0,0,8,0,1,4,0,0,0,0,0,0.4,2.2
413,18652,C.J. Ham,MIN,FB,15,0,0,0,2,0,1,9,0,0,0,0,0,0.1,2.1
413,18993,Samaje Perine,CIN,RB,16,0,0,0,9,0,1,2,0,0,0,0,0,0.1,2.1
413,21854,Anthony McFarland Jr.,PIT,RB,11,0,0,0,5,0,1,6,0,0,0,0,0,0.2,2.1
416,19854,Dante Pettis,NYG,WR,7,0,0,0,0,0,1,10,0,0,0,0,0,0.3,2
416,19922,Justin Watson,TB,WR,11,0,0,0,0,0,1,10,0,0,0,0,0,0.2,2
416,20106,Ryan Nall,CHI,RB,16,0,0,0,0,0,1,10,0,0,0,0,0,0.1,2
416,22284,Ben Ellefson,JAX,TE,7,0,0,0,0,0,1,10,0,0,0,0,0,0.3,2
416,17965,C.J. Prosise,HOU,RB,10,0,0,0,0,0,1,10,0,0,0,0,0,0.2,2
416,21807,Colby Parkinson,SEA,TE,6,0,0,0,0,0,1,10,0,0,0,0,0,0.3,2
422,13337,Mark Ingram II,BAL,RB,11,0,0,0,5,0,1,4,0,0,0,0,0,0.2,1.9
422,20506,Tanner Hudson,TB,TE,11,0,0,0,0,0,1,9,0,0,0,0,0,0.2,1.9
422,19006,Josh Malone,NYJ,WR,4,0,0,0,0,0,2,-1,0,0,0,0,0,0.5,1.9
425,16816,Maxx Williams,ARI,TE,9,0,0,0,0,0,1,8,0,0,0,0,0,0.2,1.8
425,19003,Tarik Cohen,CHI,RB,3,0,0,0,5,0,1,3,0,0,0,0,0,0.6,1.8
425,19044,Jamal Agnew,DET,WR,14,0,0,0,2,0,1,6,0,0,0,0,0,0.1,1.8
425,20990,Trayveon Williams,CIN,RB,10,0,0,0,5,0,1,3,0,0,0,0,0,0.2,1.8
425,17005,Geoff Swaim,TEN,TE,10,0,0,0,0,0,1,8,0,0,0,0,0,0.2,1.8
430,17179,Taylor Heinicke,WAS,QB,1,7,0,0,15,0,0,0,0,0,0,0,0,1.8,1.78
431,20055,Logan Woodside,TEN,QB,6,0,0,0,16,0,0,0,0,0,0,0,0,0.3,1.6
431,21126,Cullen Gillaspia,HOU,FB,7,0,0,0,0,0,1,6,0,0,0,0,0,0.2,1.6
431,21161,Brandon Dillon,MIN,TE,3,0,0,0,0,0,1,6,0,0,0,0,0,0.5,1.6
431,22244,Ja'Marcus Bradley,CLE,WR,3,0,0,0,0,0,1,6,0,0,0,0,0,0.5,1.6
435,16797,T.J. Yeldon,BUF,RB,3,0,0,0,15,0,0,0,0,0,0,0,0,0.5,1.5
435,12109,Ted Ginn Jr.,CHI,WR,6,0,0,0,0,0,1,5,0,0,0,0,0,0.2,1.5
435,16326,Seth Roberts,CAR,WR,7,0,0,0,0,0,1,5,0,0,0,0,0,0.2,1.5
435,21738,Juwan Johnson,NO,TE,7,0,0,0,0,0,1,5,0,0,0,0,0,0.2,1.5
435,18401,Tommylee Lewis,NO,WR,5,0,0,0,0,0,1,5,0,0,0,0,0,0.3,1.5
440,16524,Devonta Freeman,NYG,RB,5,0,0,0,14,0,0,0,0,0,0,0,0,0.3,1.4
440,19304,Pharaoh Brown,HOU,TE,13,0,0,0,0,0,1,4,0,0,0,0,0,0.1,1.4
440,18061,DeAndre Washington,MIA,RB,4,0,0,0,2,0,1,2,0,0,0,0,0,0.4,1.4
443,21866,Chris Streveler,ARI,QB,4,25,0,0,3,0,0,0,0,0,0,0,0,0.3,1.3
443,19779,Brandon Zylstra,CAR,WR,16,0,0,0,0,0,1,3,0,0,0,0,0,0.1,1.3
443,21132,Chandler Cox,MIA,FB,8,0,0,0,0,0,1,3,0,0,0,0,0,0.2,1.3
443,20893,Isaac Nauta,DET,TE,7,0,0,0,0,0,1,3,0,0,0,0,0,0.2,1.3
443,21564,Craig Reynolds,JAX,RB,2,0,0,0,0,0,1,3,0,0,0,0,0,0.6,1.3
448,13446,Bruce Miller,JAX,FB,8,0,0,0,0,0,1,2,0,0,0,0,0,0.2,1.2
448,16931,Nick Boyle,BAL,TE,9,0,0,0,0,0,1,2,0,0,0,0,0,0.1,1.2
448,18881,John Ross,CIN,WR,3,0,0,0,0,0,1,2,0,0,0,0,0,0.4,1.2
448,19219,Cethan Carter,CIN,TE,15,0,0,0,0,0,1,2,0,0,0,0,0,0.1,1.2
452,19023,Mack Hollins,MIA,WR,16,0,0,0,0,0,1,1,0,0,0,0,0,0.1,1.1
452,19176,Darrell Daniels,ARI,TE,12,0,0,0,0,0,1,1,0,0,0,0,0,0.1,1.1
452,20040,Trenton Cannon,CAR,RB,14,0,0,0,0,0,1,1,0,0,0,0,0,0.1,1.1
452,19800,Courtland Sutton,DEN,WR,1,0,0,0,0,0,1,1,0,0,0,0,0,1.1,1.1
452,20946,Kaden Smith,NYG,TE,15,0,0,0,0,0,1,1,0,0,0,0,0,0.1,1.1
457,18019,Nick Vannett,DEN,TE,15,0,0,0,0,0,1,0,0,0,0,0,0,0.1,1
458,19029,Nathan Peterman,LV,QB,1,0,0,0,9,0,0,0,0,0,0,0,0,0.9,0.9
458,20722,Diontae Spencer,DEN,WR,11,0,0,0,9,0,0,0,0,0,0,0,0,0.1,0.9
460,20075,Josh Adams,NYJ,RB,8,0,0,0,8,0,0,0,0,0,0,0,0,0.1,0.8
460,20566,Dontrell Hilliard,HOU,RB,7,0,0,0,-4,0,1,2,0,0,0,0,0,0.1,0.8
462,18617,Elijhaa Penny,NYG,RB,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0.7
462,19025,Joshua Dobbs,PIT,QB,1,0,0,0,7,0,0,0,0,0,0,0,0,0.7,0.7
462,18957,D'Onta Foreman,TEN,RB,6,0,0,0,7,0,0,0,0,0,0,0,0,0.1,0.7
465,20069,Ryan Izzo,NE,TE,12,0,0,0,0,0,1,16,0,0,0,0,0,0,0.6
466,20874,Trace McSorley,BAL,QB,2,20,0,0,-3,0,0,0,0,0,0,0,0,0.2,0.5
466,21837,J.J. Taylor,NE,RB,6,0,0,0,5,0,0,0,0,0,0,0,0,0.1,0.5
466,20103,Reggie Bonnafon,CAR,RB,2,0,0,0,5,0,0,0,0,0,0,0,0,0.2,0.5
466,22213,Kendall Hinton,DEN,WR,1,0,0,0,5,0,0,0,0,0,0,0,0,0.5,0.5
470,14895,Geno Smith,SEA,QB,1,10,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4
470,16762,Jameis Winston,NO,QB,4,15,0,0,-2,0,0,0,0,0,0,0,0,0.1,0.4
470,18152,Dwayne Washington,NO,RB,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0.4
470,21156,John Lovett,GB,FB,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0.4
470,21962,Malcolm Perry,MIA,RB,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0.4
470,16232,Donte Moncrief,NE,WR,6,0,0,0,4,0,0,0,0,0,0,0,0,0.1,0.4
476,20900,Qadree Ollison,ATL,RB,3,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.3
476,22310,Gabe Nabers,LAC,FB,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3
476,20128,Phillip Lindsay,DEN,RB,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3
476,21774,Tony Jones Jr.,NO,RB,1,0,0,0,3,0,0,0,0,0,0,0,0,0.3,0.3
476,22151,Tommy Stevens,CAR,TE,1,0,0,0,3,0,0,0,0,0,0,0,0,0.3,0.3
481,19191,PJ Walker,CAR,QB,4,59,1,3,-1,0,0,0,0,0,0,0,0,0.1,0.26
482,8358,Brian Hoyer,NE,QB,1,35,0,0,8,0,0,0,0,0,0,0,0,0.2,0.2
482,18093,Andy Janovich,CLE,FB,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2
482,21549,Tony Brooks-James,ATL,RB,1,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0.2
485,22146,Ben DiNucci,DAL,QB,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0.08
486,15247,Darren Fells,HOU,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,16116,AJ McCarron,HOU,QB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,17218,DeAndre Carter,CHI,WR,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19361,Marcus Kemp,MIA,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19410,Ricky Seals-Jones,KC,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20318,Buddy Howell,HOU,RB,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20332,Deon Yelder,KC,TE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20563,Nick Keizer,KC,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21856,Scottie Phillips,HOU,RB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,7651,Matthew Slater,NE,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,12777,Lee Smith,BUF,TE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,13016,Virgil Green,LAC,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,13063,Taiwan Jones,BUF,RB,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,14985,Ryan Griffin,NYJ,TE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,15305,Demetrius Harris,CHI,TE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,15640,Derek Carrier,LV,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,15694,Case Keenum,CLE,QB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,15866,Josh Hill,NO,TE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,16276,Bennie Fowler,NO,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,16834,Tevin Coleman,SF,RB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18030,Chris Moore,BAL,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18039,Pharoh Cooper,CAR,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18058,Tajae Sharpe,MIN,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18073,Jonathan Williams,DET,RB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18253,D.J. Foster,ARI,RB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18498,J.P. Holtz,CHI,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
