PlayerID,PlayerName,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,TargetsPerSnapLast3,TargetsPerGameLast3,ReceptionsLast3,TotalTargetsLast3,TargetsPerSnap,TargetsPerGame,TotalReceptions,TotalTargets
19659,Dan Arnold,2,4,2,4,0,0,3,null,1,4,2,3,3,4,5,5,3,13.829787234042554,4.333333333333333,9,13,9.574468085106384,2.8125,31,45
20824,Josh Jacobs,6,3,4,4,3,null,4,1,1,4,1,3,null,5,3,2,1,4.918032786885246,2,3,6,7.305194805194805,3,33,45
21741,Denzel Mims,null,null,null,null,null,null,7,3,8,null,8,8,3,null,4,2,2,5.755395683453237,2.6666666666666665,4,8,10.250569476082005,5,23,45
16776,Melvin Gordon III,3,3,6,3,null,null,4,7,1,2,0,0,2,3,4,0,6,7.352941176470588,3.3333333333333335,8,10,7.017543859649122,2.933333333333333,32,44
19098,Isaiah Ford,5,9,2,10,2,0,null,1,null,null,null,null,null,null,3,5,7,10,5,10,15,11.733333333333333,4.4,28,44
19916,DaeSean Hamilton,3,3,0,3,null,2,3,5,2,6,0,1,0,1,0,9,6,10.638297872340425,5,7,15,8.25515947467167,2.75,23,44
20850,Dawson Knox,3,3,null,3,3,null,null,null,0,4,null,1,4,7,4,4,8,12.121212121212121,5.333333333333333,7,16,9.034907597535934,3.6666666666666665,24,44
20932,Deebo Samuel,null,null,null,3,8,6,5,null,null,null,null,13,9,0,null,null,null,null,null,0,0,14.426229508196721,6.285714285714286,33,44
21772,Cole Kmet,1,1,0,1,0,2,2,1,0,3,null,3,7,7,2,6,8,8.16326530612245,5.333333333333333,11,16,7.296849087893864,2.75,28,44
21861,Antonio Gibson,2,2,3,5,5,5,1,null,3,4,2,7,0,null,null,4,1,8.620689655172415,2.5,4,5,10.83743842364532,3.142857142857143,36,44
16389,Odell Beckham Jr.,10,6,6,8,9,3,1,null,null,null,null,null,null,null,null,null,null,null,null,0,0,13.60759493670886,6.142857142857143,23,43
18983,James Conner,4,2,5,null,3,1,5,3,2,2,3,null,null,0,null,5,8,15.294117647058824,6.5,10,13,7.664884135472371,3.3076923076923075,35,43
20949,Irv Smith Jr.,1,4,0,1,5,5,null,1,4,null,2,null,null,4,4,9,3,9.142857142857142,5.333333333333333,11,16,7.889908256880734,3.3076923076923075,30,43
21694,Henry Ruggs III,5,3,null,null,3,null,3,4,3,4,1,5,4,3,null,2,3,6.25,2.5,3,5,7.401032702237521,3.3076923076923075,26,43
19861,Ronald Jones II,3,2,4,9,5,2,2,4,4,2,1,2,null,2,null,null,0,0,null,0,0,9.312638580931264,3,28,42
19281,Jacob Hollister,1,0,2,0,0,null,3,2,7,1,3,5,4,1,2,6,3,9.649122807017545,3.6666666666666665,5,11,10.695187165775401,2.5,25,40
19937,Keke Coutee,null,2,null,null,null,null,null,null,null,null,4,3,9,3,7,5,7,14.960629921259843,6.333333333333333,16,19,13.698630136986301,5,33,40
20912,Tony Pollard,3,1,1,2,3,4,1,2,2,null,0,2,1,2,9,2,5,13.445378151260504,5.333333333333333,10,16,11.019283746556473,2.5,28,40
8355,Julian Edelman,7,11,6,6,null,6,3,null,null,null,null,null,null,null,null,null,null,null,null,0,0,14.716981132075471,6.5,21,39
