PlayerID,PlayerName,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,TargetShareL3,TargetsPerGameLast3,ReceptionsLast3,TotalTargetsLast3,TargetShare,TargetsPerGame,TotalReceptions,TotalTargets
19865,James Washington,2,1,5,5,null,1,null,1,3,6,3,2,1,6,5,2,1,null,2.272727272727273,1.5,0,3,6.738131699846861,2.933333333333333,24,44
17218,DeAndre Carter,0,0,0,1,8,1,1,6,null,6,3,5,1,6,3,2,0,1,3.7037037037037037,1,1,3,8.239700374531836,2.588235294117647,24,44
15602,Jack Doyle,4,8,2,1,1,1,1,2,2,5,5,7,1,null,1,0,0,2,2.4691358024691357,0.6666666666666666,1,2,8.582834331337326,2.5294117647058822,29,43
21786,Adam Trautman,6,0,1,1,2,null,3,6,7,6,8,null,null,null,2,null,0,1,1.5625,0.5,1,1,9.188034188034187,3.3076923076923075,27,43
18361,Chester Rogers,6,5,2,6,1,1,null,1,1,1,6,3,null,1,4,1,2,2,6.25,1.6666666666666667,5,5,8.253358925143955,2.6875,30,43
19296,Anthony Firkser,4,null,null,5,4,1,1,2,1,2,7,1,null,5,2,1,3,4,10,2.6666666666666665,8,8,8.253358925143955,2.8666666666666667,34,43
16847,David Johnson,4,2,0,4,6,2,6,1,5,null,4,3,null,null,1,null,null,4,4.49438202247191,4,3,4,8.030592734225621,3.230769230769231,32,42
14985,Ryan Griffin,6,2,1,4,2,null,2,1,7,2,4,4,2,3,2,null,null,null,null,null,0,0,7.253886010362694,3,27,42
16524,Devonta Freeman,null,0,0,0,4,2,3,null,3,4,6,1,8,5,1,2,1,2,5.05050505050505,1.6666666666666667,5,5,7.094594594594595,2.625,34,42
18877,Christian McCaffrey,9,6,2,null,null,null,null,null,5,10,8,1,null,null,null,null,null,null,null,null,0,0,7.130434782608695,5.857142857142857,37,41
18047,Demarcus Robinson,2,4,2,0,2,6,4,1,1,4,0,null,2,0,3,2,2,6,9.523809523809524,3.3333333333333335,7,10,6.446540880503145,2.411764705882353,25,41
19943,Durham Smythe,2,0,1,2,3,6,4,0,2,1,5,5,1,null,1,3,3,2,9.411764705882353,2.6666666666666665,8,8,6.8561872909699,2.411764705882353,34,41
14865,Marquise Goodwin,4,3,1,2,2,1,4,3,4,null,8,1,null,null,null,2,2,3,6.140350877192983,2.3333333333333335,4,7,7.633587786259542,2.857142857142857,20,40
21794,Albert Okwuegbunam,3,4,1,2,null,null,null,3,5,3,null,2,4,5,4,2,2,0,5.555555555555555,1.3333333333333333,2,4,7.751937984496124,2.857142857142857,33,40
20798,Darrell Henderson Jr.,1,5,null,6,1,3,6,2,4,6,null,4,null,null,2,0,null,null,null,null,0,0,6.644518272425249,3.3333333333333335,29,40
18003,Kenyan Drake,5,6,6,0,1,2,3,null,8,3,2,2,2,null,null,null,null,null,null,null,0,0,6.633499170812604,3.3333333333333335,30,40
21960,Freddie Swain,1,5,2,4,3,3,6,0,null,3,1,2,3,1,1,2,2,1,6.172839506172839,1.6666666666666667,4,5,8.438818565400844,2.3529411764705883,25,40
17005,Geoff Swaim,1,2,4,1,1,2,1,5,4,5,null,1,null,4,2,3,3,1,8.75,2.3333333333333335,7,7,7.677543186180422,2.5,31,40
18983,James Conner,0,0,1,2,1,1,0,0,5,4,6,null,2,9,2,null,null,6,5.217391304347826,6,6,6,6.830122591943958,2.6,37,39
13227,Randall Cobb,1,3,1,6,3,0,4,5,5,4,2,5,null,null,null,null,null,null,null,null,0,0,6.854130052724077,3.25,28,39
19044,Jamal Agnew,0,0,0,1,7,6,null,12,5,5,3,null,null,null,null,null,null,null,null,null,0,0,6.689536878216123,3.9,24,39
16308,Albert Wilson,2,6,null,2,0,2,0,0,2,5,4,6,8,null,2,null,null,0,0,null,0,0,6.521739130434782,2.7857142857142856,25,39
20868,Alexander Mattison,1,1,8,0,7,0,null,2,1,1,1,3,3,1,null,4,5,1,10.869565217391305,3.3333333333333335,8,10,6.759098786828423,2.4375,32,39
13275,Kyle Rudolph,5,2,0,3,1,2,2,3,5,null,1,null,4,2,1,1,1,6,9.75609756097561,2.6666666666666665,4,8,6.951871657754011,2.4375,26,39
17141,Damiere Byrd,3,0,0,0,0,1,1,0,0,null,2,5,7,2,6,3,2,6,9.649122807017545,3.6666666666666665,7,11,7.251908396946565,2.235294117647059,26,38
16776,Melvin Gordon III,3,2,2,4,2,3,3,3,2,4,null,2,null,0,1,1,4,2,9.722222222222221,2.3333333333333335,5,7,7.364341085271318,2.375,28,38
9906,Danny Amendola,5,1,null,null,null,null,5,5,7,null,1,5,null,null,null,null,null,9,10.112359550561798,9,7,9,7.265774378585086,4.75,24,38
14901,Kyle Juszczyk,1,3,4,4,4,null,0,2,2,1,2,2,3,2,1,5,2,0,7.777777777777778,2.3333333333333335,5,7,7.661290322580645,2.235294117647059,30,38
21717,Jauan Jennings,0,2,0,1,null,null,2,1,0,2,1,3,1,5,6,5,2,7,15.555555555555555,4.666666666666667,10,14,7.661290322580645,2.375,24,38
19065,Jeremy McNichols,4,3,2,12,2,0,1,3,3,3,null,null,null,1,3,1,0,null,1.25,0.5,0,1,7.293666026871401,2.7142857142857144,28,38
18058,Tajae Sharpe,0,2,1,2,5,null,2,6,1,1,4,3,5,2,1,null,null,2,2.7027027027027026,2,0,2,6.666666666666667,2.466666666666667,25,37
21691,Chuba Hubbard,2,1,5,2,6,3,5,2,2,0,0,1,null,0,1,1,4,2,6.422018348623853,2.3333333333333335,5,7,6.434782608695652,2.176470588235294,25,37
21802,AJ Dillon,2,1,2,1,4,0,2,0,4,2,6,5,null,0,1,3,3,1,6.306306306306307,2.3333333333333335,6,7,6.502636203866432,2.176470588235294,34,37
16837,Chris Conley,2,2,1,1,4,2,0,2,3,null,5,0,4,2,4,3,2,null,5.617977528089888,2.5,4,5,7.074569789674952,2.3125,22,37
15215,Tavon Austin,null,null,null,3,5,1,null,3,0,0,2,2,2,5,3,7,4,null,11.827956989247312,5.5,9,11,6.346483704974271,2.8461538461538463,24,37
14005,T.Y. Hilton,null,null,null,null,null,4,null,5,null,5,2,5,2,null,1,5,3,5,16.049382716049383,4.333333333333333,7,13,7.385229540918163,3.7,23,37
21694,Henry Ruggs III,5,7,7,6,3,4,4,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,5.970149253731344,5.142857142857143,24,36
22662,Tommy Tremble,0,0,1,1,4,2,2,4,2,1,2,3,null,2,4,2,null,5,6.422018348623853,3.5,4,7,6.086956521739131,2.1875,20,35
13337,Mark Ingram II,1,2,1,0,0,2,3,2,5,7,8,null,2,null,2,0,null,null,0,null,0,0,7.478632478632479,2.5,27,35
19304,Pharaoh Brown,5,1,0,2,4,3,3,null,null,null,4,1,5,0,2,3,1,0,4.49438202247191,1.3333333333333333,3,4,6.500956022944551,2.2666666666666666,23,34
16933,James O'Shaughnessy,8,1,null,null,null,null,null,null,null,null,null,5,6,6,4,4,null,null,4.301075268817204,4,4,4,5.831903945111493,4.857142857142857,24,34
3943,DeSean Jackson,2,0,5,3,3,1,1,null,null,1,0,4,1,2,3,5,3,0,8.88888888888889,2.6666666666666665,5,8,5.638474295190713,2.125,20,34
20933,Miles Sanders,5,2,4,3,5,4,1,null,null,null,1,1,3,null,2,3,null,null,3.488372093023256,3,1,3,7.296137339055794,2.8333333333333335,26,34
21798,Josiah Deguara,0,null,1,0,0,1,0,2,2,3,2,4,null,3,5,3,3,4,9.00900900900901,3.3333333333333335,7,10,5.799648506151143,2.0625,25,33
19903,Jordan Akins,2,2,5,1,2,6,2,5,3,null,null,null,null,1,3,1,0,null,null,0.5,0,1,6.309751434034417,2.5384615384615383,24,33
19828,Sony Michel,0,0,4,0,1,0,0,2,3,2,null,1,4,1,2,4,5,4,12.5,4.333333333333333,5,13,5.48172757475083,1.9411764705882353,21,33
14917,Rex Burkhead,2,0,1,0,null,1,0,4,0,null,0,3,2,4,3,2,6,4,13.48314606741573,4,11,12,6.118546845124283,2,25,32
21784,Zack Moss,null,2,3,1,4,4,null,7,4,0,1,null,3,null,null,1,0,2,2.7027027027027026,1,3,3,5.136436597110754,2.4615384615384617,23,32
20979,Antoine Wesley,null,null,0,0,0,0,0,3,3,1,4,null,0,0,8,4,5,4,11.304347826086957,4.333333333333333,8,13,5.604203152364273,2.1333333333333333,19,32
19843,Hayden Hurst,4,1,1,4,5,null,4,3,3,0,null,null,null,1,2,2,null,1,4.054054054054054,1.5,3,3,5.585585585585585,2.3846153846153846,26,31
18993,Samaje Perine,1,1,1,1,5,null,1,2,3,null,3,1,2,5,2,2,1,0,2.6548672566371683,1,3,3,5.7407407407407405,1.9375,27,31
19910,Ian Thomas,2,2,0,3,5,2,2,1,2,0,1,3,null,2,1,1,3,0,3.669724770642202,1.3333333333333333,4,4,5.217391304347826,1.7647058823529411,18,30
22685,Terrace Marshall Jr.,6,3,5,3,3,2,null,null,1,2,1,null,null,0,1,1,2,null,2.7522935779816513,1.5,3,3,5.217391304347826,2.3076923076923075,17,30
19491,Robert Tonyan,4,3,1,7,2,3,5,4,null,null,null,null,null,null,null,null,null,null,null,null,0,0,5.0966608084358525,3.625,18,29
21765,JaMycal Hasty,1,5,null,null,null,null,6,2,4,null,null,null,0,3,1,3,1,3,7.777777777777778,2.3333333333333335,6,7,5.846774193548387,2.6363636363636362,23,29
14916,Giovani Bernard,3,2,10,null,2,2,3,1,null,3,1,0,2,0,null,null,null,null,null,null,0,0,4.044630404463041,2.4166666666666665,23,29
21783,Harrison Bryant,2,4,2,2,0,0,2,2,2,2,0,3,null,null,2,1,1,3,5.208333333333333,1.6666666666666667,3,5,5.61122244488978,1.75,21,28
18995,Jamaal Williams,9,3,2,0,2,2,0,null,null,null,0,5,1,null,null,0,3,1,4.040404040404041,1.3333333333333333,4,4,4.991087344028521,2.1538461538461537,26,28
3061,Marcedes Lewis,1,0,0,2,2,2,3,1,1,2,0,3,null,4,3,3,0,1,3.6036036036036037,1.3333333333333333,2,4,4.92091388400703,1.6470588235294117,23,28
19023,Mack Hollins,0,0,0,0,2,5,3,1,6,1,3,1,1,null,1,2,1,1,4.705882352941177,1.3333333333333333,1,4,4.682274247491639,1.6470588235294117,14,28
18883,JuJu Smith-Schuster,8,7,4,8,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,4.287901990811639,5.6,15,28
22506,Brevin Jordan,null,null,null,null,null,null,null,4,2,null,3,3,4,7,null,4,1,0,5.617977528089888,1.6666666666666667,5,5,5.353728489483748,3.111111111111111,20,28
18944,Kareem Hunt,3,1,7,4,6,3,null,null,null,null,null,1,null,2,null,null,null,null,null,null,0,0,5.410821643286573,3.375,22,27
20905,Donald Parham Jr.,1,0,1,3,2,2,null,0,3,2,5,1,4,2,1,null,null,null,null,null,0,0,4.103343465045593,1.9285714285714286,20,27
20679,KhaDarel Hodge,null,0,1,1,5,4,1,2,null,0,0,0,1,1,0,1,10,0,11.11111111111111,3.6666666666666665,6,11,4.81283422459893,1.6875,13,27
19043,Isaiah McKenzie,0,2,0,0,0,1,null,0,2,3,0,null,null,1,2,12,2,1,13.513513513513514,5,13,15,4.173354735152488,1.7333333333333334,20,26
16855,Ty Montgomery,1,1,0,3,0,null,1,2,null,0,null,7,7,null,2,0,0,2,3.125,0.6666666666666666,1,2,5.555555555555555,1.8571428571428572,16,26
19950,Will Dissly,3,0,1,2,4,2,0,0,null,2,3,2,2,3,1,null,1,null,1.2345679012345678,1,1,1,5.485232067510548,1.7333333333333334,21,26
20566,Dontrell Hilliard,null,null,null,null,null,null,null,0,null,null,10,2,null,2,6,2,3,1,7.5,2,6,6,4.990403071017274,3.25,19,26
19779,Brandon Zylstra,0,3,0,2,0,3,null,null,null,2,2,2,null,5,4,null,0,2,1.834862385321101,1,0,2,4.3478260869565215,1.9230769230769231,18,25
19798,Nick Chubb,2,1,0,1,1,null,null,1,2,null,2,4,null,4,1,4,1,1,6.25,2,4,6,5.01002004008016,1.7857142857142858,20,25
21593,D'Ernest Johnson,0,0,0,0,0,1,2,3,0,8,0,0,null,1,4,2,3,1,6.25,2,3,6,5.01002004008016,1.4705882352941178,19,25
20064,Justin Jackson,1,1,0,4,null,1,null,0,null,null,1,0,2,1,1,9,3,1,10.15625,4.333333333333333,11,13,3.7993920972644375,1.7857142857142858,22,25
16846,Tyler Kroft,5,2,2,1,null,null,null,2,3,null,null,null,null,null,2,5,null,3,11.594202898550725,4,4,8,4.317789291882556,2.7777777777777777,16,25
20770,Zach Gentry,1,0,0,1,2,0,null,5,0,0,0,2,2,0,1,4,2,5,8.333333333333334,3.6666666666666665,9,11,3.8284839203675345,1.4705882352941178,19,25
16656,Logan Thomas,3,7,4,0,null,null,null,null,null,null,null,6,5,null,null,null,null,null,null,null,0,0,4.681647940074907,4.166666666666667,18,25
22657,John Bates,0,0,0,0,0,1,0,1,null,3,3,1,4,2,1,3,4,2,11.11111111111111,3,6,9,4.681647940074907,1.4705882352941178,20,25
22686,Dyami Brown,4,6,2,2,null,6,0,null,null,0,0,0,1,1,0,2,1,0,3.7037037037037037,1,3,3,4.681647940074907,1.6666666666666667,12,25
19080,Noah Brown,null,0,1,0,4,2,null,2,1,1,2,9,3,null,null,null,0,0,0,null,0,0,3.930817610062893,1.9230769230769231,16,25
13878,Mohamed Sanu,1,1,6,5,3,null,1,4,3,null,null,null,null,null,null,null,null,null,null,null,0,0,4.838709677419355,3,15,24
11488,Jimmy Graham,2,0,1,0,0,0,null,null,3,null,3,3,1,3,2,2,1,2,4.385964912280702,1.6666666666666667,4,5,4.3893129770992365,1.5333333333333334,14,23
16031,Damien Williams,5,3,0,2,3,null,1,0,null,null,null,null,null,1,0,2,1,5,7.017543859649122,2.6666666666666665,4,8,4.3893129770992365,1.9166666666666667,16,23
22588,Anthony Schwartz,5,1,1,1,1,3,3,0,1,1,null,null,null,null,0,1,2,3,6.25,2,2,6,4.609218436873747,1.6428571428571428,10,23
21729,Quintez Cephus,7,7,1,5,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,4.09982174688057,4.6,15,23
21769,Clyde Edwards-Helaire,3,0,2,3,2,null,null,null,null,null,2,null,3,3,4,1,null,null,0.9523809523809523,1,1,1,3.6163522012578615,2.3,19,23
21741,Denzel Mims,1,null,null,0,3,null,2,3,5,null,null,null,1,1,3,2,null,2,5.797101449275362,2,0,4,3.9723661485319517,2.090909090909091,8,23
21804,DeeJay Dallas,1,0,0,0,2,5,0,0,null,0,2,5,0,0,4,4,0,0,4.938271604938271,1.3333333333333333,4,4,4.852320675105485,1.3529411764705883,21,23
20529,Cam Sims,1,0,2,0,null,null,null,2,null,2,2,0,0,4,1,3,5,1,11.11111111111111,3,4,9,4.307116104868914,1.6428571428571428,15,23
22213,Kendall Hinton,null,1,0,3,3,5,2,0,1,0,null,1,1,0,1,0,5,0,6.944444444444445,1.6666666666666667,2,5,4.457364341085271,1.4375,15,23
15196,Kenny Stills,null,null,3,1,5,null,3,0,5,0,0,0,5,0,null,1,0,null,1.5625,0.5,1,1,4.914529914529915,1.7692307692307692,6,23
21368,Trinity Benson,6,3,1,3,2,null,null,0,null,3,null,null,null,null,null,null,4,null,4.040404040404041,4,2,4,3.9215686274509802,2.75,10,22
21349,Ashton Dulin,0,2,0,1,2,1,4,4,2,1,0,1,1,null,0,2,1,0,3.7037037037037037,1,1,3,4.391217564870259,1.2941176470588236,13,22
16668,Carlos Hyde,2,2,0,null,0,1,null,8,2,2,1,1,1,2,null,null,null,null,null,null,0,0,3.7735849056603774,1.8333333333333333,12,22
19816,DJ Chark,12,4,6,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,3.7735849056603774,5.5,7,22
21738,Juwan Johnson,3,3,1,3,1,null,1,1,null,3,null,0,1,1,0,null,2,2,6.25,2,2,4,4.700854700854701,1.5714285714285714,13,22
18030,Chris Moore,null,null,0,null,5,5,0,2,1,null,1,1,0,null,0,4,null,3,7.865168539325842,3.5,7,7,4.2065009560229445,1.8333333333333333,21,22
20792,N'Keal Harry,null,null,null,1,2,0,2,2,null,1,2,0,0,null,5,6,null,1,7.446808510638298,3.5,2,7,4.198473282442748,1.8333333333333333,12,22
22533,Demetric Felton Jr.,0,2,3,2,0,2,3,1,1,null,0,1,null,0,4,0,0,2,null,0.6666666666666666,2,2,4.208416833667335,1.3125,18,21
19626,Dare Ogunbowale,0,0,0,0,1,0,null,1,1,0,0,1,0,3,2,4,2,6,12.903225806451612,4,7,12,3.6020583190394513,1.2352941176470589,13,21
20790,Damien Harris,3,1,2,2,0,1,2,1,1,null,1,1,0,null,null,1,1,4,6.382978723404255,2,5,6,4.00763358778626,1.4,18,21
18901,O.J. Howard,0,1,1,1,3,7,3,3,null,0,1,0,0,0,1,0,0,0,0,null,0,0,2.928870292887029,1.2352941176470589,14,21
21730,Collin Johnson,null,null,7,0,3,5,2,2,0,null,1,0,0,null,1,null,null,0,null,null,0,0,3.7433155080213902,1.75,11,21
21723,James Proche II,0,0,1,6,2,1,1,null,0,null,0,0,0,0,1,8,null,null,8.080808080808081,8,7,8,3.3783783783783785,1.4285714285714286,16,20
21005,Parris Campbell,3,null,4,3,6,1,null,null,null,null,null,null,null,null,null,null,null,3,null,3,0,3,3.992015968063872,3.3333333333333335,10,20
16510,Jerick McKinnon,0,1,0,0,2,4,4,0,3,3,0,null,null,null,null,null,0,3,2.857142857142857,1.5,3,3,3.1446540880503147,1.5384615384615385,13,20
20810,Travis Homer,0,2,3,0,1,1,0,1,null,4,0,null,5,null,null,0,0,3,3.7037037037037037,1,1,3,4.219409282700422,1.4285714285714286,16,20
22569,Dee Eskridge,1,null,null,null,null,null,null,null,null,2,0,3,3,1,4,3,3,0,7.407407407407407,2,3,6,4.219409282700422,2,10,20
20081,Trent Sherfield,3,3,0,2,0,null,2,0,0,0,0,1,5,0,1,0,2,1,3.3333333333333335,1,2,3,4.032258064516129,1.1764705882352942,9,20
22535,Elijah Mitchell,0,2,null,null,2,null,0,0,5,0,null,6,3,null,null,null,2,0,2.2222222222222223,1,2,2,4.032258064516129,1.8181818181818181,19,20
17959,Derrick Henry,4,6,3,2,0,3,2,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,3.838771593090211,2.5,18,20
22590,Ben Skowronek,null,null,0,0,0,0,0,3,0,5,null,null,2,1,5,0,2,2,3.8461538461538463,1.3333333333333333,2,4,3.3222591362126246,1.4285714285714286,11,20
18881,John Ross,null,null,null,4,5,2,2,3,0,null,0,2,1,1,null,null,null,null,null,null,0,0,3.5650623885918002,2,11,20
18262,Stephen Anderson,2,2,0,1,1,2,null,0,4,0,0,2,0,1,1,2,1,0,2.34375,1,3,3,2.8875379939209727,1.1176470588235294,16,19
21843,Salvon Ahmed,3,3,0,2,3,2,2,2,0,1,null,1,0,null,null,null,null,null,null,null,0,0,3.177257525083612,1.5833333333333333,12,19
18209,Marcus Johnson,null,null,null,null,5,1,1,5,0,6,1,null,null,null,null,null,null,null,null,null,0,0,3.6468330134357005,2.7142857142857144,9,19
19457,Blake Jarwin,4,4,2,3,0,2,null,1,null,null,null,null,null,null,null,null,null,2,1.8867924528301887,2,1,2,2.830188679245283,2.25,11,18
18652,C.J. Ham,2,0,0,0,1,0,null,3,1,3,0,1,1,0,1,2,2,1,5.434782608695652,1.6666666666666667,4,5,3.119584055459272,1.0588235294117647,17,18
22546,Rhamondre Stevenson,1,null,null,null,0,3,null,2,2,5,1,1,0,null,1,null,0,2,2.127659574468085,1,1,2,3.435114503816794,1.5,14,18
20816,Lil'Jordan Humphrey,0,2,null,null,null,null,0,null,null,null,1,5,2,null,0,5,2,1,12.5,2.6666666666666665,6,8,3.8461538461538463,1.8,13,18
16451,Eric Ebron,2,2,3,2,2,2,null,null,null,2,3,null,null,null,null,null,null,null,null,null,0,0,2.756508422664625,2.25,12,18
16903,MyCole Pruitt,0,3,1,1,1,0,3,2,0,1,0,2,null,3,1,0,0,null,0,null,0,0,3.45489443378119,1.125,14,18
16787,Breshad Perriman,null,null,null,null,null,null,null,null,null,0,4,null,3,2,null,null,3,6,7.758620689655173,4.5,7,9,2.510460251046025,3,11,18
16816,Maxx Williams,1,7,3,5,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,2.9772329246935203,3.4,16,17
22647,Chris Evans,0,1,2,0,2,3,0,null,1,null,1,1,null,null,0,1,0,5,null,null,4,6,null,null,15,17
18103,Jakeem Grant Sr.,0,1,0,1,0,0,0,0,0,null,1,4,7,3,0,null,0,null,null,null,0,0,3.2442748091603053,1.1333333333333333,11,17
21078,Jeff Smith,1,2,1,null,null,null,null,1,4,0,0,0,0,null,null,1,4,3,11.594202898550725,2.6666666666666665,2,8,2.936096718480138,1.4166666666666667,8,17
20398,Equanimeous St. Brown,null,1,null,1,0,0,1,3,0,null,2,2,null,0,null,0,2,5,6.306306306306307,2.3333333333333335,3,7,2.9876977152899826,1.3076923076923077,9,17
19098,Isaiah Ford,null,null,null,null,1,1,1,1,1,4,0,2,1,null,3,0,2,0,2.3529411764705883,0.6666666666666666,1,2,2.842809364548495,1.3076923076923077,12,17
23010,Brock Wright,null,null,null,null,null,null,0,0,null,2,1,0,3,5,1,3,null,2,5.05050505050505,2.5,5,5,3.0303030303030303,1.7,12,17
19823,Royce Freeman,0,0,1,0,2,0,2,1,null,null,null,0,1,8,0,0,1,0,1.1235955056179776,0.3333333333333333,0,1,3.0592734225621414,1.0666666666666667,10,16
22563,Khalil Herbert,0,0,0,0,0,3,5,2,0,null,0,0,1,0,4,1,0,0,0.8771929824561403,0.3333333333333333,1,1,3.053435114503817,0.9411764705882353,14,16
16834,Tevin Coleman,0,0,null,2,1,null,null,null,null,3,1,3,4,null,0,1,null,1,2.898550724637681,1,1,2,2.763385146804836,1.4545454545454546,11,16
20039,Boston Scott,0,0,2,0,0,0,2,1,0,2,2,3,0,null,0,0,4,null,4.651162790697675,2,4,4,3.4334763948497855,1,13,16
18931,Adam Shaheen,null,0,0,1,2,null,5,1,2,4,1,null,null,null,null,0,0,0,0,null,0,0,2.6755852842809364,1.3333333333333333,12,16
20988,Preston Williams,null,3,null,null,5,null,4,null,null,2,1,1,0,null,0,null,null,null,null,null,0,0,2.6755852842809364,2,6,16
20684,Malik Turner,null,null,null,0,0,1,null,0,7,1,2,0,1,0,1,3,0,0,2.830188679245283,1,3,3,2.5157232704402515,1.1428571428571428,12,16
19854,Dante Pettis,null,null,null,null,null,11,5,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,10,16
20899,Josh Oliver,1,1,1,1,2,1,5,null,0,1,0,null,0,1,0,null,null,1,1.0101010101010102,1,1,1,2.5337837837837838,1.0714285714285714,9,15
20931,Drew Sample,0,0,0,0,4,1,0,0,3,null,2,0,0,1,1,2,0,1,2.6548672566371683,1,3,3,2.7777777777777777,0.8823529411764706,11,15
22823,Kylen Granson,0,0,0,2,2,0,1,1,1,1,2,2,2,null,0,1,0,0,1.2345679012345678,0.3333333333333333,1,1,2.9940119760479043,0.8823529411764706,11,15
18992,Dede Westbrook,1,0,0,1,4,3,null,null,1,0,2,0,2,0,null,0,1,0,1.0869565217391304,0.3333333333333333,1,1,2.5996533795493932,1,10,15
18019,Nick Vannett,null,null,null,null,null,null,null,null,null,null,1,1,4,6,1,1,null,1,3.125,1,1,2,3.2051282051282053,2.142857142857143,9,15
16056,James White,7,6,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,12,14
22572,Dax Milne,0,0,0,null,1,1,4,2,null,2,1,null,null,null,1,1,1,0,2.4691358024691357,0.6666666666666666,1,2,2.6217228464419478,1.0769230769230769,9,14
16790,Phillip Dorsett,null,null,1,null,0,1,null,null,null,null,null,null,null,3,3,6,null,null,null,null,3,6,null,null,7,14
19281,Jacob Hollister,null,null,6,1,1,1,null,null,null,null,null,null,null,null,0,2,null,3,5.376344086021505,2.5,5,5,2.4013722126929675,2,9,14
14587,Josh Gordon,null,null,null,null,1,0,1,1,1,0,2,null,0,3,null,3,1,1,4.761904761904762,1.6666666666666667,1,5,2.20125786163522,1.1666666666666667,5,14
18690,Jalen Richard,null,null,null,null,1,1,4,null,3,1,null,0,null,null,0,1,1,2,4.444444444444445,1.3333333333333333,4,4,2.3217247097844114,1.4,12,14
19209,Patrick Ricard,3,0,0,1,0,0,0,null,5,0,1,2,1,null,null,null,0,null,0,null,0,0,2.195945945945946,1,8,13
15071,Latavius Murray,0,0,0,0,3,2,null,null,null,null,2,0,2,0,3,1,0,0,1.0101010101010102,0.3333333333333333,1,1,2.195945945945946,0.9285714285714286,10,13
16878,Blake Bell,1,1,1,0,1,null,0,2,1,0,1,null,0,0,1,1,3,null,3.8095238095238093,2,4,4,2.0440251572327046,0.8666666666666667,9,13
18617,Elijhaa Penny,1,0,0,0,0,2,0,1,2,null,0,0,0,1,0,4,0,2,7.317073170731708,2,4,6,2.3172905525846703,0.7647058823529411,9,13
19861,Ronald Jones,0,3,0,0,1,1,0,1,null,0,0,0,1,0,2,3,1,null,3.4482758620689653,2,3,4,1.8131101813110182,0.8125,10,13
18375,Peyton Barber,null,0,5,0,null,null,null,null,null,null,0,null,1,3,1,1,2,0,3.3333333333333335,1,3,3,2.155887230514096,1.3,10,13
21115,Juwann Winfree,null,null,null,null,null,0,null,6,null,null,0,null,null,null,1,1,2,3,5.405405405405405,2,4,6,2.2847100175746924,1.8571428571428572,8,13
22126,Ty'Son Williams,4,2,1,null,2,null,2,null,0,0,0,1,null,0,0,null,0,0,null,null,0,0,2.027027027027027,0.9230769230769231,9,12
20957,Tommy Sweeney,0,0,2,0,1,1,null,4,2,0,1,0,0,null,1,null,null,null,null,null,0,0,1.926163723916533,0.9230769230769231,9,12
19035,Eric Saubert,2,1,0,0,0,5,1,0,1,0,null,1,0,0,0,0,1,0,1.3888888888888888,0.3333333333333333,0,1,2.3255813953488373,0.7058823529411765,8,12
20819,Alec Ingold,4,1,1,0,0,1,1,null,3,1,null,null,null,null,null,null,null,null,null,null,0,0,1.9900497512437811,1.3333333333333333,10,12
20793,Penny Hart,0,0,2,0,2,1,1,0,null,2,1,0,1,1,0,0,1,0,1.2345679012345678,0.3333333333333333,1,1,2.5316455696202533,0.7058823529411765,7,12
22556,Jaret Patterson,1,0,0,1,0,1,0,1,null,0,0,0,0,1,0,0,5,2,8.641975308641975,2.3333333333333335,7,7,2.247191011235955,0.7058823529411765,10,12
19864,Anthony Miller,null,null,6,5,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,0,0,null,null,6,12
22596,Jaelon Darden,null,null,1,null,null,null,1,3,null,2,1,0,null,0,3,null,null,1,null,null,0,1,null,null,6,12
18896,Cyril Grayson Jr.,null,null,null,null,null,null,0,1,null,null,null,null,null,null,null,3,8,0,9.482758620689655,3.6666666666666665,9,11,1.6736401673640167,2.4,10,12
12777,Lee Smith,0,1,3,0,3,null,2,0,0,null,0,0,0,1,1,0,0,0,0,null,0,0,1.981981981981982,0.6875,9,11
18445,Mike Thomas,3,0,1,1,null,null,null,0,1,null,1,1,null,0,0,null,0,3,2.6548672566371683,1.5,0,3,2.037037037037037,0.9166666666666666,5,11
21795,Luke Farrell,0,2,1,1,1,1,null,2,1,0,0,null,0,0,null,0,2,0,2.150537634408602,0.6666666666666666,1,2,1.8867924528301887,0.7333333333333333,7,11
19705,Greg Ward,0,0,1,2,0,0,0,0,0,0,0,1,0,null,3,0,2,2,4.651162790697675,1.3333333333333333,3,4,2.3605150214592276,0.6470588235294118,7,11
22609,Shi Smith,null,null,null,null,null,2,2,1,null,null,null,0,null,null,null,5,1,null,null,null,3,6,null,null,6,11
